period,destination_code,destination_iso,destination,export_value_usd,month,year
202307,68,BOL,Bolivia (Plurinational State of),21804.0,2023-07-01,2023
202307,70,BIH,Bosnia Herzegovina,59178.0,2023-07-01,2023
202307,72,BWA,Botswana,442492.0,2023-07-01,2023
202307,76,BRA,Brazil,37609774.0,2023-07-01,2023
202307,84,BLZ,Belize,76229.0,2023-07-01,2023
202307,90,SLB,Solomon Isds,222967.0,2023-07-01,2023
202307,96,BRN,Brunei Darussalam,29788.0,2023-07-01,2023
202307,100,BGR,Bulgaria,244797.0,2023-07-01,2023
202307,104,MMR,Myanmar,5192052.0,2023-07-01,2023
202307,108,BDI,Burundi,777.0,2023-07-01,2023
202307,112,BLR,Belarus,846331.0,2023-07-01,2023
202307,116,KHM,Cambodia,537200.0,2023-07-01,2023
202307,120,CMR,Cameroon,1168424.0,2023-07-01,2023
202307,124,CAN,Canada,20587644.0,2023-07-01,2023
202307,132,CPV,Cabo Verde,7463.0,2023-07-01,2023
202307,136,CYM,Cayman Isds,6105.0,2023-07-01,2023
202307,144,LKA,Sri Lanka,835918.0,2023-07-01,2023
202307,148,TCD,Chad,192987.0,2023-07-01,2023
202307,152,CHL,Chile,74445221.0,2023-07-01,2023
202307,170,COL,Colombia,2793618.0,2023-07-01,2023
202307,174,COM,Comoros,314.0,2023-07-01,2023
202307,178,COG,Congo,5719.0,2023-07-01,2023
202307,180,COD,Dem. Rep. of the Congo,1520851.0,2023-07-01,2023
202307,188,CRI,Costa Rica,697828.0,2023-07-01,2023
202307,191,HRV,Croatia,454310.0,2023-07-01,2023
202307,192,CUB,Cuba,259284.0,2023-07-01,2023
202307,196,CYP,Cyprus,150778.0,2023-07-01,2023
202307,203,CZE,Czechia,47050735.0,2023-07-01,2023
202307,204,BEN,Benin,2510591.0,2023-07-01,2023
202307,208,DNK,Denmark,3956917.0,2023-07-01,2023
202307,212,DMA,Dominica,4822.0,2023-07-01,2023
202307,214,DOM,Dominican Rep.,697461.0,2023-07-01,2023
202307,218,ECU,Ecuador,660200.0,2023-07-01,2023
202307,222,SLV,El Salvador,249736.0,2023-07-01,2023
202307,226,GNQ,Equatorial Guinea,382.0,2023-07-01,2023
202307,231,ETH,Ethiopia,2220776.0,2023-07-01,2023
202307,232,ERI,Eritrea,10800.0,2023-07-01,2023
202307,233,EST,Estonia,603469.0,2023-07-01,2023
202307,242,FJI,Fiji,18257.0,2023-07-01,2023
202307,246,FIN,Finland,11055872.0,2023-07-01,2023
202307,251,FRA,France,24344964.0,2023-07-01,2023
202307,258,PYF,French Polynesia,66303.0,2023-07-01,2023
202307,262,DJI,Djibouti,108331.0,2023-07-01,2023
202307,270,GMB,Gambia,115078.0,2023-07-01,2023
202307,276,DEU,Germany,644208213.0,2023-07-01,2023
202307,288,GHA,Ghana,456976.0,2023-07-01,2023
202307,300,GRC,Greece,1129340.0,2023-07-01,2023
202307,320,GTM,Guatemala,834832.0,2023-07-01,2023
202307,324,GIN,Guinea,830741.0,2023-07-01,2023
202307,328,GUY,Guyana,587154.0,2023-07-01,2023
202307,332,HTI,Haiti,106560.0,2023-07-01,2023
202307,340,HND,Honduras,219158.0,2023-07-01,2023
202307,344,HKG,"China, Hong Kong SAR",112333373.0,2023-07-01,2023
202307,348,HUN,Hungary,44543646.0,2023-07-01,2023
202307,352,ISL,Iceland,32562.0,2023-07-01,2023
202307,360,IDN,Indonesia,32385976.0,2023-07-01,2023
202307,364,IRN,Iran,642507.0,2023-07-01,2023
202307,368,IRQ,Iraq,455778.0,2023-07-01,2023
202307,372,IRL,Ireland,2878081.0,2023-07-01,2023
202307,376,ISR,Israel,36613761.0,2023-07-01,2023
202307,380,ITA,Italy,59587332.0,2023-07-01,2023
202307,384,CIV,Côte d'Ivoire,413468.0,2023-07-01,2023
202307,388,JAM,Jamaica,440693.0,2023-07-01,2023
202307,392,JPN,Japan,192759471.0,2023-07-01,2023
202307,398,KAZ,Kazakhstan,614493.0,2023-07-01,2023
202307,400,JOR,Jordan,1420841.0,2023-07-01,2023
202307,404,KEN,Kenya,2572974.0,2023-07-01,2023
202307,410,KOR,Rep. of Korea,627757333.0,2023-07-01,2023
202307,414,KWT,Kuwait,451385.0,2023-07-01,2023
202307,417,KGZ,Kyrgyzstan,224166.0,2023-07-01,2023
202307,418,LAO,Lao People's Dem. Rep.,473041.0,2023-07-01,2023
202307,422,LBN,Lebanon,6306134.0,2023-07-01,2023
202307,428,LVA,Latvia,99687.0,2023-07-01,2023
202307,430,LBR,Liberia,225296.0,2023-07-01,2023
202307,434,LBY,Libya,2277129.0,2023-07-01,2023
202307,440,LTU,Lithuania,1443571.0,2023-07-01,2023
202307,442,LUX,Luxembourg,54168.0,2023-07-01,2023
202307,446,MAC,"China, Macao SAR",6032.0,2023-07-01,2023
202307,450,MDG,Madagascar,723016.0,2023-07-01,2023
202307,454,MWI,Malawi,142389.0,2023-07-01,2023
202307,458,MYS,Malaysia,31090590.0,2023-07-01,2023
202307,462,MDV,Maldives,7327.0,2023-07-01,2023
202307,466,MLI,Mali,885664.0,2023-07-01,2023
202307,470,MLT,Malta,9194.0,2023-07-01,2023
202307,478,MRT,Mauritania,40226.0,2023-07-01,2023
202307,480,MUS,Mauritius,26756.0,2023-07-01,2023
202307,484,MEX,Mexico,81270349.0,2023-07-01,2023
202307,490,S19,"Other Asia, nes",55263119.0,2023-07-01,2023
202307,496,MNG,Mongolia,6840419.0,2023-07-01,2023
202307,498,MDA,Rep. of Moldova,11480.0,2023-07-01,2023
202307,504,MAR,Morocco,4151641.0,2023-07-01,2023
202307,508,MOZ,Mozambique,979414.0,2023-07-01,2023
202307,512,OMN,Oman,414248.0,2023-07-01,2023
202307,516,NAM,Namibia,289401.0,2023-07-01,2023
202307,524,NPL,Nepal,20738.0,2023-07-01,2023
202307,528,NLD,Netherlands,228413957.0,2023-07-01,2023
202307,531,CUW,Curaçao,176510.0,2023-07-01,2023
202307,533,ABW,Aruba,18636.0,2023-07-01,2023
202307,540,NCL,New Caledonia,87051.0,2023-07-01,2023
202307,548,VUT,Vanuatu,79934.0,2023-07-01,2023
202307,554,NZL,New Zealand,3835230.0,2023-07-01,2023
202307,558,NIC,Nicaragua,860493.0,2023-07-01,2023
202307,562,NER,Niger,166540.0,2023-07-01,2023
202307,566,NGA,Nigeria,13342607.0,2023-07-01,2023
202307,579,NOR,Norway,4138970.0,2023-07-01,2023
202307,583,FSM,FS Micronesia,93566.0,2023-07-01,2023
202307,584,MHL,Marshall Isds,1006.0,2023-07-01,2023
202307,585,PLW,Palau,5180.0,2023-07-01,2023
202307,586,PAK,Pakistan,7448038.0,2023-07-01,2023
202307,591,PAN,Panama,2410694.0,2023-07-01,2023
202307,598,PNG,Papua New Guinea,121817.0,2023-07-01,2023
202307,600,PRY,Paraguay,361478.0,2023-07-01,2023
202307,604,PER,Peru,11330347.0,2023-07-01,2023
202307,608,PHL,Philippines,7486898.0,2023-07-01,2023
202307,616,POL,Poland,123506726.0,2023-07-01,2023
202307,620,PRT,Portugal,6727142.0,2023-07-01,2023
202307,626,TLS,Timor-Leste,3034.0,2023-07-01,2023
202307,634,QAT,Qatar,591422.0,2023-07-01,2023
202307,636,A79,"Rest of America, nes",69760.0,2023-07-01,2023
202307,642,ROU,Romania,2994045.0,2023-07-01,2023
202307,643,RUS,Russian Federation,16150281.0,2023-07-01,2023
202307,662,LCA,Saint Lucia,2369.0,2023-07-01,2023
202307,682,SAU,Saudi Arabia,40133443.0,2023-07-01,2023
202307,686,SEN,Senegal,126651.0,2023-07-01,2023
202307,688,SRB,Serbia,223346.0,2023-07-01,2023
202307,694,SLE,Sierra Leone,155166.0,2023-07-01,2023
202307,699,IND,India,183836927.0,2023-07-01,2023
202307,702,SGP,Singapore,9068721.0,2023-07-01,2023
202307,703,SVK,Slovakia,121607211.0,2023-07-01,2023
202307,704,VNM,Viet Nam,260611034.0,2023-07-01,2023
202307,705,SVN,Slovenia,15197204.0,2023-07-01,2023
202307,706,SOM,Somalia,871480.0,2023-07-01,2023
202307,710,ZAF,South Africa,122496274.0,2023-07-01,2023
202307,716,ZWE,Zimbabwe,12940941.0,2023-07-01,2023
202307,724,ESP,Spain,111479931.0,2023-07-01,2023
202307,740,SUR,Suriname,893.0,2023-07-01,2023
202307,752,SWE,Sweden,8043616.0,2023-07-01,2023
202307,757,CHE,Switzerland,4169946.0,2023-07-01,2023
202307,760,SYR,Syria,438927.0,2023-07-01,2023
202307,762,TJK,Tajikistan,329469.0,2023-07-01,2023
202307,764,THA,Thailand,26932329.0,2023-07-01,2023
202307,768,TGO,Togo,520992.0,2023-07-01,2023
202307,780,TTO,Trinidad and Tobago,23682.0,2023-07-01,2023
202307,784,ARE,United Arab Emirates,18881365.0,2023-07-01,2023
202307,788,TUN,Tunisia,111850.0,2023-07-01,2023
202307,792,TUR,Türkiye,46157102.0,2023-07-01,2023
202307,795,TKM,Turkmenistan,316696.0,2023-07-01,2023
202307,796,TCA,Turks and Caicos Isds,676.0,2023-07-01,2023
202307,800,UGA,Uganda,568280.0,2023-07-01,2023
202307,804,UKR,Ukraine,5623181.0,2023-07-01,2023
202307,818,EGY,Egypt,1390712.0,2023-07-01,2023
202307,826,GBR,United Kingdom,168411374.0,2023-07-01,2023
202307,834,TZA,United Rep. of Tanzania,1767296.0,2023-07-01,2023
202307,842,USA,USA,984250213.0,2023-07-01,2023
202307,854,BFA,Burkina Faso,496407.0,2023-07-01,2023
202307,858,URY,Uruguay,673395.0,2023-07-01,2023
202307,860,UZB,Uzbekistan,1496998.0,2023-07-01,2023
202307,862,VEN,Venezuela,162198.0,2023-07-01,2023
202307,887,YEM,Yemen,178552.0,2023-07-01,2023
202307,894,ZMB,Zambia,361078.0,2023-07-01,2023
202307,899,_X ,"Areas, nes",894523.0,2023-07-01,2023
202308,4,AFG,Afghanistan,64685.0,2023-08-01,2023
202308,8,ALB,Albania,70290.0,2023-08-01,2023
202308,12,DZA,Algeria,2843200.0,2023-08-01,2023
202308,24,AGO,Angola,203417.0,2023-08-01,2023
202308,28,ATG,Antigua and Barbuda,25896.0,2023-08-01,2023
202308,32,ARG,Argentina,4082090.0,2023-08-01,2023
202308,36,AUS,Australia,38755668.0,2023-08-01,2023
202308,40,AUT,Austria,50163626.0,2023-08-01,2023
202308,44,BHS,Bahamas,86204.0,2023-08-01,2023
202308,48,BHR,Bahrain,4668.0,2023-08-01,2023
202308,50,BGD,Bangladesh,5927387.0,2023-08-01,2023
202308,52,BRB,Barbados,49279.0,2023-08-01,2023
202308,56,BEL,Belgium,154813828.0,2023-08-01,2023
202308,68,BOL,Bolivia (Plurinational State of),140234.0,2023-08-01,2023
202308,70,BIH,Bosnia Herzegovina,176976.0,2023-08-01,2023
202308,72,BWA,Botswana,47646.0,2023-08-01,2023
202308,76,BRA,Brazil,36941293.0,2023-08-01,2023
202308,84,BLZ,Belize,26536.0,2023-08-01,2023
202308,90,SLB,Solomon Isds,1017993.0,2023-08-01,2023
202308,100,BGR,Bulgaria,1953538.0,2023-08-01,2023
202308,104,MMR,Myanmar,4310670.0,2023-08-01,2023
202308,108,BDI,Burundi,592176.0,2023-08-01,2023
202308,112,BLR,Belarus,2172916.0,2023-08-01,2023
202308,116,KHM,Cambodia,1105374.0,2023-08-01,2023
202308,120,CMR,Cameroon,272742.0,2023-08-01,2023
202308,124,CAN,Canada,71817714.0,2023-08-01,2023
202308,144,LKA,Sri Lanka,944432.0,2023-08-01,2023
202308,148,TCD,Chad,485963.0,2023-08-01,2023
202308,152,CHL,Chile,2068359.0,2023-08-01,2023
202308,170,COL,Colombia,3980211.0,2023-08-01,2023
202308,178,COG,Congo,3865.0,2023-08-01,2023
202308,180,COD,Dem. Rep. of the Congo,1286476.0,2023-08-01,2023
202308,188,CRI,Costa Rica,502242.0,2023-08-01,2023
202308,191,HRV,Croatia,1614499.0,2023-08-01,2023
202308,192,CUB,Cuba,313608.0,2023-08-01,2023
202308,196,CYP,Cyprus,87820.0,2023-08-01,2023
202308,203,CZE,Czechia,35228528.0,2023-08-01,2023
202308,204,BEN,Benin,332023.0,2023-08-01,2023
202308,208,DNK,Denmark,1718814.0,2023-08-01,2023
202308,212,DMA,Dominica,7034.0,2023-08-01,2023
202308,214,DOM,Dominican Rep.,684472.0,2023-08-01,2023
202308,218,ECU,Ecuador,166634.0,2023-08-01,2023
202308,222,SLV,El Salvador,21196.0,2023-08-01,2023
202308,226,GNQ,Equatorial Guinea,32453.0,2023-08-01,2023
202308,231,ETH,Ethiopia,7015033.0,2023-08-01,2023
202308,233,EST,Estonia,1036526.0,2023-08-01,2023
202308,242,FJI,Fiji,1970.0,2023-08-01,2023
202308,246,FIN,Finland,65983439.0,2023-08-01,2023
202308,251,FRA,France,17625906.0,2023-08-01,2023
202308,258,PYF,French Polynesia,128374.0,2023-08-01,2023
202308,262,DJI,Djibouti,2048449.0,2023-08-01,2023
202308,266,GAB,Gabon,235294.0,2023-08-01,2023
202308,270,GMB,Gambia,328159.0,2023-08-01,2023
202308,275,PSE,State of Palestine,23320.0,2023-08-01,2023
202308,276,DEU,Germany,729251347.0,2023-08-01,2023
202308,288,GHA,Ghana,394106.0,2023-08-01,2023
202308,296,KIR,Kiribati,34325.0,2023-08-01,2023
202308,300,GRC,Greece,1820359.0,2023-08-01,2023
202308,308,GRD,Grenada,3370.0,2023-08-01,2023
202308,320,GTM,Guatemala,426905.0,2023-08-01,2023
202308,324,GIN,Guinea,44505.0,2023-08-01,2023
202308,328,GUY,Guyana,14985.0,2023-08-01,2023
202308,332,HTI,Haiti,141066.0,2023-08-01,2023
202308,340,HND,Honduras,1555182.0,2023-08-01,2023
202308,344,HKG,"China, Hong Kong SAR",117492677.0,2023-08-01,2023
202308,348,HUN,Hungary,40680587.0,2023-08-01,2023
202308,352,ISL,Iceland,67236.0,2023-08-01,2023
202308,360,IDN,Indonesia,32912458.0,2023-08-01,2023
202308,364,IRN,Iran,233585.0,2023-08-01,2023
202308,368,IRQ,Iraq,3443085.0,2023-08-01,2023
202308,372,IRL,Ireland,1903145.0,2023-08-01,2023
202308,376,ISR,Israel,42075144.0,2023-08-01,2023
202308,380,ITA,Italy,228969489.0,2023-08-01,2023
202308,384,CIV,Côte d'Ivoire,54517.0,2023-08-01,2023
202308,388,JAM,Jamaica,1710460.0,2023-08-01,2023
202308,392,JPN,Japan,162986291.0,2023-08-01,2023
202308,398,KAZ,Kazakhstan,1039227.0,2023-08-01,2023
202308,400,JOR,Jordan,3678042.0,2023-08-01,2023
202308,404,KEN,Kenya,4225394.0,2023-08-01,2023
202308,410,KOR,Rep. of Korea,631404527.0,2023-08-01,2023
202308,414,KWT,Kuwait,477530.0,2023-08-01,2023
202308,417,KGZ,Kyrgyzstan,717044.0,2023-08-01,2023
202308,418,LAO,Lao People's Dem. Rep.,1042.0,2023-08-01,2023
202308,422,LBN,Lebanon,5971151.0,2023-08-01,2023
202308,428,LVA,Latvia,340436.0,2023-08-01,2023
202308,430,LBR,Liberia,7454.0,2023-08-01,2023
202308,434,LBY,Libya,477671.0,2023-08-01,2023
202308,440,LTU,Lithuania,1625294.0,2023-08-01,2023
202308,442,LUX,Luxembourg,225845.0,2023-08-01,2023
202308,446,MAC,"China, Macao SAR",11923.0,2023-08-01,2023
202308,450,MDG,Madagascar,595412.0,2023-08-01,2023
202308,454,MWI,Malawi,189110.0,2023-08-01,2023
202308,458,MYS,Malaysia,26683492.0,2023-08-01,2023
202308,462,MDV,Maldives,366497.0,2023-08-01,2023
202308,466,MLI,Mali,482099.0,2023-08-01,2023
202308,470,MLT,Malta,23935.0,2023-08-01,2023
202308,478,MRT,Mauritania,4047513.0,2023-08-01,2023
202308,480,MUS,Mauritius,57646.0,2023-08-01,2023
202308,484,MEX,Mexico,85823269.0,2023-08-01,2023
202308,490,S19,"Other Asia, nes",34408592.0,2023-08-01,2023
202308,496,MNG,Mongolia,30555187.0,2023-08-01,2023
202308,498,MDA,Rep. of Moldova,25734.0,2023-08-01,2023
202308,504,MAR,Morocco,3711942.0,2023-08-01,2023
202308,508,MOZ,Mozambique,1502928.0,2023-08-01,2023
202308,512,OMN,Oman,531468.0,2023-08-01,2023
202308,516,NAM,Namibia,321610.0,2023-08-01,2023
202308,524,NPL,Nepal,12358.0,2023-08-01,2023
202308,527,O19,"Oceania, nes",8979.0,2023-08-01,2023
202308,528,NLD,Netherlands,331975270.0,2023-08-01,2023
202308,531,CUW,Curaçao,70179.0,2023-08-01,2023
202308,533,ABW,Aruba,119040.0,2023-08-01,2023
202308,540,NCL,New Caledonia,13667.0,2023-08-01,2023
202308,548,VUT,Vanuatu,98388.0,2023-08-01,2023
202308,554,NZL,New Zealand,3422260.0,2023-08-01,2023
202308,558,NIC,Nicaragua,254497.0,2023-08-01,2023
202308,566,NGA,Nigeria,18331099.0,2023-08-01,2023
202308,579,NOR,Norway,4169984.0,2023-08-01,2023
202308,586,PAK,Pakistan,11311133.0,2023-08-01,2023
202308,591,PAN,Panama,6586191.0,2023-08-01,2023
202308,598,PNG,Papua New Guinea,1724196.0,2023-08-01,2023
202308,600,PRY,Paraguay,296473.0,2023-08-01,2023
202308,604,PER,Peru,5551372.0,2023-08-01,2023
202308,608,PHL,Philippines,14220787.0,2023-08-01,2023
202308,616,POL,Poland,80707251.0,2023-08-01,2023
202308,620,PRT,Portugal,7482140.0,2023-08-01,2023
202308,624,GNB,Guinea-Bissau,2520.0,2023-08-01,2023
202308,626,TLS,Timor-Leste,20522.0,2023-08-01,2023
202308,634,QAT,Qatar,27431.0,2023-08-01,2023
202308,636,A79,"Rest of America, nes",7924.0,2023-08-01,2023
202308,642,ROU,Romania,932729.0,2023-08-01,2023
202308,643,RUS,Russian Federation,18147885.0,2023-08-01,2023
202308,646,RWA,Rwanda,30496.0,2023-08-01,2023
202308,659,KNA,Saint Kitts and Nevis,4773.0,2023-08-01,2023
202308,662,LCA,Saint Lucia,23370.0,2023-08-01,2023
202308,682,SAU,Saudi Arabia,73396730.0,2023-08-01,2023
202308,686,SEN,Senegal,387100.0,2023-08-01,2023
202308,688,SRB,Serbia,197440.0,2023-08-01,2023
202308,690,SYC,Seychelles,4245.0,2023-08-01,2023
202308,699,IND,India,194435257.0,2023-08-01,2023
202308,702,SGP,Singapore,9326553.0,2023-08-01,2023
202308,703,SVK,Slovakia,154773318.0,2023-08-01,2023
202308,704,VNM,Viet Nam,318792554.0,2023-08-01,2023
202308,705,SVN,Slovenia,19871028.0,2023-08-01,2023
202308,706,SOM,Somalia,1570.0,2023-08-01,2023
202308,710,ZAF,South Africa,77805294.0,2023-08-01,2023
202308,716,ZWE,Zimbabwe,6492743.0,2023-08-01,2023
202308,724,ESP,Spain,158522845.0,2023-08-01,2023
202308,728,SSD,South Sudan,112832.0,2023-08-01,2023
202308,729,SDN,Sudan,1286158.0,2023-08-01,2023
202308,740,SUR,Suriname,80093.0,2023-08-01,2023
202308,748,SWZ,Eswatini,101592.0,2023-08-01,2023
202308,752,SWE,Sweden,12877941.0,2023-08-01,2023
202308,757,CHE,Switzerland,7353246.0,2023-08-01,2023
202308,760,SYR,Syria,409867.0,2023-08-01,2023
202308,762,TJK,Tajikistan,350900.0,2023-08-01,2023
202308,764,THA,Thailand,19997165.0,2023-08-01,2023
202308,768,TGO,Togo,391444.0,2023-08-01,2023
202308,780,TTO,Trinidad and Tobago,86968.0,2023-08-01,2023
202308,784,ARE,United Arab Emirates,16142710.0,2023-08-01,2023
202308,788,TUN,Tunisia,44023.0,2023-08-01,2023
202308,792,TUR,Türkiye,90976449.0,2023-08-01,2023
202308,795,TKM,Turkmenistan,588133.0,2023-08-01,2023
202308,800,UGA,Uganda,365256.0,2023-08-01,2023
202308,804,UKR,Ukraine,4995500.0,2023-08-01,2023
202308,807,MKD,North Macedonia,253923.0,2023-08-01,2023
202308,818,EGY,Egypt,2936767.0,2023-08-01,2023
202308,826,GBR,United Kingdom,235936343.0,2023-08-01,2023
202308,834,TZA,United Rep. of Tanzania,1834244.0,2023-08-01,2023
202308,842,USA,USA,1033296189.0,2023-08-01,2023
202308,854,BFA,Burkina Faso,437868.0,2023-08-01,2023
202308,858,URY,Uruguay,778279.0,2023-08-01,2023
202308,860,UZB,Uzbekistan,307041.0,2023-08-01,2023
202308,862,VEN,Venezuela,378236.0,2023-08-01,2023
202308,887,YEM,Yemen,1830.0,2023-08-01,2023
202308,894,ZMB,Zambia,344168.0,2023-08-01,2023
202308,899,_X ,"Areas, nes",154259.0,2023-08-01,2023
202309,4,AFG,Afghanistan,621016.0,2023-09-01,2023
202309,8,ALB,Albania,1644.0,2023-09-01,2023
202309,12,DZA,Algeria,1956958.0,2023-09-01,2023
202309,20,AND,Andorra,40096.0,2023-09-01,2023
202309,24,AGO,Angola,10448.0,2023-09-01,2023
202309,32,ARG,Argentina,2526928.0,2023-09-01,2023
202309,36,AUS,Australia,47435058.0,2023-09-01,2023
202309,40,AUT,Austria,81528247.0,2023-09-01,2023
202309,44,BHS,Bahamas,3217.0,2023-09-01,2023
202309,48,BHR,Bahrain,7124.0,2023-09-01,2023
202309,50,BGD,Bangladesh,5842897.0,2023-09-01,2023
202309,52,BRB,Barbados,178124.0,2023-09-01,2023
202309,56,BEL,Belgium,143207509.0,2023-09-01,2023
202309,68,BOL,Bolivia (Plurinational State of),111165.0,2023-09-01,2023
202309,70,BIH,Bosnia Herzegovina,329003.0,2023-09-01,2023
202309,76,BRA,Brazil,33516373.0,2023-09-01,2023
202309,84,BLZ,Belize,38581.0,2023-09-01,2023
202309,90,SLB,Solomon Isds,96224.0,2023-09-01,2023
202309,96,BRN,Brunei Darussalam,248331.0,2023-09-01,2023
202309,100,BGR,Bulgaria,729863.0,2023-09-01,2023
202309,104,MMR,Myanmar,4535706.0,2023-09-01,2023
202309,108,BDI,Burundi,67251.0,2023-09-01,2023
202309,112,BLR,Belarus,1602769.0,2023-09-01,2023
202309,116,KHM,Cambodia,1006917.0,2023-09-01,2023
202309,120,CMR,Cameroon,940701.0,2023-09-01,2023
202309,124,CAN,Canada,94235694.0,2023-09-01,2023
202309,132,CPV,Cabo Verde,93.0,2023-09-01,2023
202309,136,CYM,Cayman Isds,3692.0,2023-09-01,2023
202309,144,LKA,Sri Lanka,139196.0,2023-09-01,2023
202309,148,TCD,Chad,252775.0,2023-09-01,2023
202309,152,CHL,Chile,4113839.0,2023-09-01,2023
202309,170,COL,Colombia,3375708.0,2023-09-01,2023
202309,178,COG,Congo,21698.0,2023-09-01,2023
202309,180,COD,Dem. Rep. of the Congo,890475.0,2023-09-01,2023
202309,188,CRI,Costa Rica,466524.0,2023-09-01,2023
202309,191,HRV,Croatia,493343.0,2023-09-01,2023
202309,192,CUB,Cuba,34933.0,2023-09-01,2023
202309,196,CYP,Cyprus,97429.0,2023-09-01,2023
202309,203,CZE,Czechia,36445300.0,2023-09-01,2023
202309,204,BEN,Benin,435240.0,2023-09-01,2023
202309,208,DNK,Denmark,1870537.0,2023-09-01,2023
202309,212,DMA,Dominica,30398.0,2023-09-01,2023
202309,214,DOM,Dominican Rep.,9662427.0,2023-09-01,2023
202309,218,ECU,Ecuador,633150.0,2023-09-01,2023
202309,222,SLV,El Salvador,564921.0,2023-09-01,2023
202309,226,GNQ,Equatorial Guinea,6409.0,2023-09-01,2023
202309,231,ETH,Ethiopia,2217661.0,2023-09-01,2023
202309,232,ERI,Eritrea,99464.0,2023-09-01,2023
202309,233,EST,Estonia,513935.0,2023-09-01,2023
202309,242,FJI,Fiji,302879.0,2023-09-01,2023
202309,246,FIN,Finland,79376367.0,2023-09-01,2023
202309,251,FRA,France,20755921.0,2023-09-01,2023
202309,258,PYF,French Polynesia,314228.0,2023-09-01,2023
202309,262,DJI,Djibouti,540329.0,2023-09-01,2023
202309,266,GAB,Gabon,25.0,2023-09-01,2023
202309,275,PSE,State of Palestine,205014.0,2023-09-01,2023
202309,276,DEU,Germany,772589800.0,2023-09-01,2023
202309,288,GHA,Ghana,240736.0,2023-09-01,2023
202309,296,KIR,Kiribati,3520.0,2023-09-01,2023
202309,300,GRC,Greece,840401.0,2023-09-01,2023
202309,320,GTM,Guatemala,453813.0,2023-09-01,2023
202309,324,GIN,Guinea,1289542.0,2023-09-01,2023
202309,328,GUY,Guyana,18946.0,2023-09-01,2023
202309,332,HTI,Haiti,379702.0,2023-09-01,2023
202309,340,HND,Honduras,244089.0,2023-09-01,2023
202309,344,HKG,"China, Hong Kong SAR",104604213.0,2023-09-01,2023
202309,348,HUN,Hungary,43576558.0,2023-09-01,2023
202309,352,ISL,Iceland,108115.0,2023-09-01,2023
202309,360,IDN,Indonesia,28949253.0,2023-09-01,2023
202309,364,IRN,Iran,1242237.0,2023-09-01,2023
202309,368,IRQ,Iraq,968710.0,2023-09-01,2023
202309,372,IRL,Ireland,3114612.0,2023-09-01,2023
202309,376,ISR,Israel,24981394.0,2023-09-01,2023
202309,380,ITA,Italy,203361441.0,2023-09-01,2023
202309,384,CIV,Côte d'Ivoire,812942.0,2023-09-01,2023
202309,388,JAM,Jamaica,509574.0,2023-09-01,2023
202309,392,JPN,Japan,256532072.0,2023-09-01,2023
202309,398,KAZ,Kazakhstan,65866.0,2023-09-01,2023
202309,400,JOR,Jordan,5255834.0,2023-09-01,2023
202309,404,KEN,Kenya,4952465.0,2023-09-01,2023
202309,410,KOR,Rep. of Korea,678336323.0,2023-09-01,2023
202309,414,KWT,Kuwait,634003.0,2023-09-01,2023
202309,417,KGZ,Kyrgyzstan,19042.0,2023-09-01,2023
202309,418,LAO,Lao People's Dem. Rep.,280836.0,2023-09-01,2023
202309,422,LBN,Lebanon,5956090.0,2023-09-01,2023
202309,428,LVA,Latvia,127305.0,2023-09-01,2023
202309,430,LBR,Liberia,7960.0,2023-09-01,2023
202309,434,LBY,Libya,2195273.0,2023-09-01,2023
202309,440,LTU,Lithuania,1870846.0,2023-09-01,2023
202309,442,LUX,Luxembourg,54509.0,2023-09-01,2023
202309,446,MAC,"China, Macao SAR",13680.0,2023-09-01,2023
202309,450,MDG,Madagascar,99868.0,2023-09-01,2023
202309,454,MWI,Malawi,129884.0,2023-09-01,2023
202309,458,MYS,Malaysia,23524554.0,2023-09-01,2023
202309,462,MDV,Maldives,299175.0,2023-09-01,2023
202309,466,MLI,Mali,113143.0,2023-09-01,2023
202309,470,MLT,Malta,154000.0,2023-09-01,2023
202309,478,MRT,Mauritania,483147.0,2023-09-01,2023
202309,480,MUS,Mauritius,111151.0,2023-09-01,2023
202309,484,MEX,Mexico,54172094.0,2023-09-01,2023
202309,490,S19,"Other Asia, nes",35336322.0,2023-09-01,2023
202309,496,MNG,Mongolia,8044171.0,2023-09-01,2023
202309,498,MDA,Rep. of Moldova,11869.0,2023-09-01,2023
202309,504,MAR,Morocco,2785067.0,2023-09-01,2023
202309,508,MOZ,Mozambique,1136352.0,2023-09-01,2023
202309,512,OMN,Oman,269378.0,2023-09-01,2023
202309,516,NAM,Namibia,233736.0,2023-09-01,2023
202309,524,NPL,Nepal,4344.0,2023-09-01,2023
202309,527,O19,"Oceania, nes",156008.0,2023-09-01,2023
202309,528,NLD,Netherlands,339642646.0,2023-09-01,2023
202309,531,CUW,Curaçao,124598.0,2023-09-01,2023
202309,540,NCL,New Caledonia,261216.0,2023-09-01,2023
202309,548,VUT,Vanuatu,8040.0,2023-09-01,2023
202309,554,NZL,New Zealand,3088125.0,2023-09-01,2023
202309,558,NIC,Nicaragua,118476.0,2023-09-01,2023
202309,566,NGA,Nigeria,13997790.0,2023-09-01,2023
202309,577,F19,"Other Africa, nes",2520.0,2023-09-01,2023
202309,579,NOR,Norway,2634817.0,2023-09-01,2023
202309,586,PAK,Pakistan,7564591.0,2023-09-01,2023
202309,591,PAN,Panama,2585771.0,2023-09-01,2023
