typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,120,CMR,Cameroon,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,38703.0,False,5,u,38703.0,False,18384.0,False,0.0,False,,272742.0,272742.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,124,CAN,Canada,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2142380.0,False,5,u,2142380.0,False,2365010.0,False,0.0,False,,71817714.0,71817714.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,144,LKA,Sri Lanka,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4569.0,False,5,u,4569.0,False,43596.0,False,0.0,False,,944432.0,944432.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,148,TCD,Chad,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,601.0,False,5,u,601.0,False,30373.0,False,0.0,False,,485963.0,485963.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,152,CHL,Chile,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,85485.0,False,5,u,85485.0,False,86128.0,False,0.0,False,,2068359.0,2068359.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,170,COL,Colombia,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,62602.0,False,5,u,62602.0,False,166975.0,False,0.0,False,,3980211.0,3980211.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,178,COG,Congo,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4.0,False,5,u,4.0,False,83.0,False,0.0,False,,3865.0,3865.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,180,COD,Dem. Rep. of the Congo,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,246101.0,False,5,u,246101.0,False,77965.0,False,0.0,False,,1286476.0,1286476.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,188,CRI,Costa Rica,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2791.0,False,5,u,2791.0,False,17370.0,False,0.0,False,,502242.0,502242.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,191,HRV,Croatia,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,59910.0,False,5,u,59910.0,False,54595.0,False,0.0,False,,1614499.0,1614499.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,192,CUB,Cuba,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,524.0,False,5,u,524.0,False,16286.0,False,0.0,False,,313608.0,313608.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,196,CYP,Cyprus,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2967.0,False,5,u,2967.0,False,3253.0,False,0.0,False,,87820.0,87820.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,203,CZE,Czechia,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1229580.0,False,5,u,1229580.0,False,1013240.0,False,0.0,False,,35228528.0,35228528.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,204,BEN,Benin,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,405.0,False,5,u,405.0,False,19309.0,False,0.0,False,,332023.0,332023.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,208,DNK,Denmark,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,185430.0,False,5,u,185430.0,False,62827.0,False,0.0,False,,1718814.0,1718814.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,212,DMA,Dominica,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,6.0,False,5,u,6.0,False,411.0,False,0.0,False,,7034.0,7034.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,214,DOM,Dominican Rep.,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,18639.0,False,5,u,18639.0,False,41817.0,False,0.0,False,,684472.0,684472.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,218,ECU,Ecuador,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,8928.0,False,5,u,8928.0,False,3811.0,False,0.0,False,,166634.0,166634.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,222,SLV,El Salvador,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1632.0,False,5,u,1632.0,False,1028.0,False,0.0,False,,21196.0,21196.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,226,GNQ,Equatorial Guinea,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,23.0,False,5,u,23.0,False,1429.0,False,0.0,False,,32453.0,32453.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,231,ETH,Ethiopia,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,229435.0,False,5,u,229435.0,False,339970.0,False,0.0,False,,7015033.0,7015033.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,233,EST,Estonia,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,97578.0,False,5,u,97578.0,False,27734.0,False,0.0,False,,1036526.0,1036526.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,242,FJI,Fiji,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,76.0,False,5,u,76.0,False,79.0,False,0.0,False,,1970.0,1970.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,246,FIN,Finland,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,131039.0,False,5,u,131039.0,False,1437760.0,False,0.0,False,,65983439.0,65983439.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,251,FRA,France,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1147135.0,False,5,u,1147135.0,False,582764.0,False,0.0,False,,17625906.0,17625906.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,258,PYF,French Polynesia,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,540.0,False,5,u,540.0,False,5013.0,False,0.0,False,,128374.0,128374.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,262,DJI,Djibouti,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,70020.0,False,5,u,70020.0,False,56987.0,False,0.0,False,,2048449.0,2048449.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,266,GAB,Gabon,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,159.0,False,5,u,159.0,False,12601.0,False,0.0,False,,235294.0,235294.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,270,GMB,Gambia,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,421.0,False,5,u,421.0,False,13950.0,False,0.0,False,,328159.0,328159.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,275,PSE,State of Palestine,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2696.0,False,5,u,2696.0,False,1156.0,False,0.0,False,,23320.0,23320.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,276,DEU,Germany,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,23275600.0,False,5,u,23275600.0,False,25912400.0,False,0.0,False,,729251347.0,729251347.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,288,GHA,Ghana,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,20119.0,False,5,u,20119.0,False,17924.0,False,0.0,False,,394106.0,394106.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,296,KIR,Kiribati,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,234.0,False,5,u,234.0,False,1782.0,False,0.0,False,,34325.0,34325.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,300,GRC,Greece,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,58620.0,False,5,u,58620.0,False,54259.0,False,0.0,False,,1820359.0,1820359.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,308,GRD,Grenada,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2.0,False,5,u,2.0,False,122.0,False,0.0,False,,3370.0,3370.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,320,GTM,Guatemala,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2123.0,False,5,u,2123.0,False,15516.0,False,0.0,False,,426905.0,426905.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,324,GIN,Guinea,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,9.0,False,5,u,9.0,False,1449.0,False,0.0,False,,44505.0,44505.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,328,GUY,Guyana,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,588.0,False,5,u,588.0,False,752.0,False,0.0,False,,14985.0,14985.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,332,HTI,Haiti,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,47258.0,False,5,u,47258.0,False,7028.0,False,0.0,False,,141066.0,141066.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,340,HND,Honduras,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4123.0,False,5,u,4123.0,False,54423.0,False,0.0,False,,1555182.0,1555182.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,344,HKG,"China, Hong Kong SAR",0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,32045700.0,False,5,u,32045700.0,False,1688030.0,False,0.0,False,,117492677.0,117492677.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,348,HUN,Hungary,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1588870.0,False,5,u,1588870.0,False,1501950.0,False,0.0,False,,40680587.0,40680587.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,352,ISL,Iceland,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,6.0,False,5,u,6.0,False,7013.0,False,0.0,False,,67236.0,67236.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,360,IDN,Indonesia,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4777790.0,False,5,u,4777790.0,False,1093760.0,False,0.0,False,,32912458.0,32912458.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,364,IRN,Iran,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,25232.0,False,5,u,25232.0,False,10734.0,False,0.0,False,,233585.0,233585.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,368,IRQ,Iraq,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,15618.0,False,5,u,15618.0,False,166152.0,False,0.0,False,,3443085.0,3443085.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,372,IRL,Ireland,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,82981.0,False,5,u,82981.0,False,71357.0,False,0.0,False,,1903145.0,1903145.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,376,ISR,Israel,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,327719.0,False,5,u,327719.0,False,2497140.0,False,0.0,False,,42075144.0,42075144.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,380,ITA,Italy,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,610092.0,False,5,u,610092.0,False,11266600.0,False,0.0,False,,228969489.0,228969489.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,384,CIV,Côte d'Ivoire,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,5316.0,False,5,u,5316.0,False,3193.0,False,0.0,False,,54517.0,54517.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,388,JAM,Jamaica,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,23100.0,False,5,u,23100.0,False,93656.0,False,0.0,False,,1710460.0,1710460.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,392,JPN,Japan,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2611900.0,False,5,u,2611900.0,False,4021000.0,False,0.0,False,,162986291.0,162986291.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,398,KAZ,Kazakhstan,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,13302.0,False,5,u,13302.0,False,29129.0,False,0.0,False,,1039227.0,1039227.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,400,JOR,Jordan,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,21266.0,False,5,u,21266.0,False,245704.0,False,0.0,False,,3678042.0,3678042.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,404,KEN,Kenya,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,524306.0,False,5,u,524306.0,False,204516.0,False,0.0,False,,4225394.0,4225394.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,410,KOR,Rep. of Korea,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,30801300.0,False,5,u,30801300.0,False,21062500.0,False,0.0,False,,631404527.0,631404527.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,414,KWT,Kuwait,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,31310.0,False,5,u,31310.0,False,12816.0,False,0.0,False,,477530.0,477530.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,417,KGZ,Kyrgyzstan,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,3383.0,False,5,u,3383.0,False,23095.0,False,0.0,False,,717044.0,717044.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,418,LAO,Lao People's Dem. Rep.,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,360.0,False,5,u,360.0,False,42.0,False,0.0,False,,1042.0,1042.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,422,LBN,Lebanon,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,16900.0,False,5,u,16900.0,False,342179.0,False,0.0,False,,5971151.0,5971151.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,428,LVA,Latvia,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,35613.0,False,5,u,35613.0,False,16452.0,False,0.0,False,,340436.0,340436.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,430,LBR,Liberia,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2374.0,False,5,u,2374.0,False,3558.0,False,0.0,False,,7454.0,7454.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,434,LBY,Libya,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2962.0,False,5,u,2962.0,False,23205.0,False,0.0,False,,477671.0,477671.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,440,LTU,Lithuania,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,316812.0,False,5,u,316812.0,False,36544.0,False,0.0,False,,1625294.0,1625294.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,442,LUX,Luxembourg,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,7.0,False,5,u,7.0,False,10250.0,False,0.0,False,,225845.0,225845.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,446,MAC,"China, Macao SAR",0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,302.0,False,5,u,302.0,False,846.0,False,0.0,False,,11923.0,11923.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,450,MDG,Madagascar,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,15783.0,False,5,u,15783.0,False,36333.0,False,0.0,False,,595412.0,595412.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,454,MWI,Malawi,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,173549.0,False,5,u,173549.0,False,7911.0,False,0.0,False,,189110.0,189110.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,458,MYS,Malaysia,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4830830.0,False,5,u,4830830.0,False,875800.0,False,0.0,False,,26683492.0,26683492.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,462,MDV,Maldives,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,448.0,False,5,u,448.0,False,19231.0,False,0.0,False,,366497.0,366497.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,466,MLI,Mali,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,3534.0,False,5,u,3534.0,False,32454.0,False,0.0,False,,482099.0,482099.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,470,MLT,Malta,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1212.0,False,5,u,1212.0,False,881.0,False,0.0,False,,23935.0,23935.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,478,MRT,Mauritania,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4024.0,False,5,u,4024.0,False,166375.0,False,0.0,False,,4047513.0,4047513.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,480,MUS,Mauritius,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,666.0,False,5,u,666.0,False,2823.0,False,0.0,False,,57646.0,57646.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,484,MEX,Mexico,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2263730.0,False,5,u,2263730.0,False,4251790.0,False,0.0,False,,85823269.0,85823269.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,490,S19,"Other Asia, nes",0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2492290.0,False,5,u,2492290.0,False,768601.0,False,0.0,False,,34408592.0,34408592.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,496,MNG,Mongolia,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,395.0,False,5,u,395.0,False,1669790.0,False,0.0,False,,30555187.0,30555187.0,0,True,False
C,M,20230801,2023,8,202308,156,CHN,China,X,Export,498,MDA,Rep. of Moldova,0,W00,World,H6,HS,True,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,334.0,False,5,u,334.0,False,714.0,False,0.0,False,,25734.0,25734.0,0,True,False
