opportunity_rank,destination_code,destination,export_2024,monthly_cv_2024,active_month_ratio_2024,h2_h1_momentum_2024,growth_2024,export_2023,H1,H2,log_export_2024,growth_log_ratio,momentum_log_ratio,growth_symmetric_2024,momentum_symmetric_2024,cluster,segment,scale_score,growth_score,momentum_score,activity_score,stability_score,market_scale,growth_momentum,growth_quality,size_score,opportunity_score,market_segment,decision_tier
62,616,Poland,679459457.0,0.26531566669153,1.0,0.3037741272606577,-0.4176110799346592,1166676483.0,294933192.0,384526265.0,20.336808125316317,-0.5406168062790897,0.26526323242005745,-0.5278235642820539,0.2637186724740811,1,成熟核心市场,91.87817258883248,13.77551020408163,51.546391752577314,64.54081632653062,90.81632653061224,91.87817258883248,32.74111675126903,77.53807106598984,91.83673469387756,61.38070692194404,成熟核心市场,重点候选
63,818,Egypt,40141594.0,0.35443410856077995,1.0,0.1156197742406062,0.1450227219794699,35057465.0,18973917.0,21167677.0,17.50792363646728,0.1354244777200755,0.1094100963587259,0.13521788883023125,0.10930109053467084,1,成熟核心市场,70.55837563451777,48.97959183673469,43.29896907216495,64.54081632653062,85.71428571428572,70.55837563451777,46.192893401015226,75.0,70.40816326530613,61.338365243004425,成熟核心市场,重点候选
64,104,Myanmar,102955104.0,0.5286295908199669,1.0,-0.2799183430254865,0.4538726996252893,70814387.0,59854777.0,43100327.0,18.449803577386913,0.3742308190304371,-0.32839065444356663,0.36992359032691186,-0.32547099364787196,1,成熟核心市场,78.68020304568529,65.81632653061224,18.04123711340206,64.54081632653062,74.48979591836735,78.68020304568529,42.13197969543147,69.41624365482232,78.57142857142857,61.2613086471702,成熟核心市场,重点候选
65,579,Norway,47039485.0,0.44977739096430636,1.0,0.4170509292182728,-0.0126849958190823,47643847.0,19461520.0,27577965.0,17.6664979346242,-0.012766137025373325,0.3485778865196316,-0.012765963918549042,0.34509072537677654,1,成熟核心市场,74.11167512690355,36.224489795918366,57.73195876288659,64.54081632653062,78.57142857142857,74.11167512690355,46.954314720812185,71.44670050761421,73.9795918367347,61.03618767094467,成熟核心市场,重点候选
66,180,Dem. Rep. of the Congo,26547467.0,1.6067883295450338,1.0,1.4372741200871584,0.3436619592845247,19757549.0,7723407.0,18824060.0,17.09444493387284,0.2953986791302228,0.8908801745606354,0.2932692216324901,0.8362871681882117,0,加速扩张机会市场,64.46700507614213,62.755102040816325,78.35051546391753,64.54081632653062,25.51020408163265,64.46700507614213,70.30456852791878,45.05076142131979,64.28571428571429,60.92520513359984,高增长机会市场,重点候选
67,446,"China, Macao SAR",2658752.0,1.6259246235004114,1.0,5.345085461230962,3.307826912576496,617191.0,361977.0,2296775.0,14.793367773845736,1.4604323362213965,1.8476782429331404,1.2463959232501909,1.455418181161688,0,加速扩张机会市场,33.50253807106599,89.79591836734694,91.23711340206185,64.54081632653062,24.48979591836735,33.50253807106599,90.1015228426396,44.54314720812182,33.16326530612245,60.77293288449401,高增长机会市场,重点候选
68,417,Kyrgyzstan,4311378.0,0.8887146830784736,1.0,3.381775468195884,0.3634695565934149,3162064.0,801107.0,3510271.0,15.276768364501981,0.3100325113519702,1.4774530368948984,0.3075728693686256,1.2567508578463777,0,加速扩张机会市场,39.59390862944163,64.28571428571429,88.65979381443299,64.54081632653062,55.61224489795919,39.59390862944163,76.14213197969542,60.025380710659896,39.285714285714285,60.385019987376396,高增长机会市场,重点候选
69,484,Mexico,581774782.0,0.16632712435427383,1.0,-0.04298756407651829,-0.1995602784065986,726818980.0,297276998.0,284497784.0,20.181593960012815,-0.22259404998276366,-0.043938892767130255,-0.22167948864179288,-0.04393182515085365,1,成熟核心市场,90.86294416243655,24.489795918367346,28.350515463917525,64.54081632653062,97.95918367346938,90.86294416243655,26.649746192893403,81.09137055837563,90.81632653061224,60.18540921523248,成熟核心市场,重点候选
70,100,Bulgaria,68850612.0,0.8038078705418931,1.0,1.1718838970897982,-0.1305404334567845,79187825.0,21706536.0,47144076.0,18.04744968651252,-0.1398834463360039,0.7755949214069098,-0.13965579763585317,0.7389197934798314,1,成熟核心市场,77.15736040609137,27.55102040816326,73.71134020618557,64.54081632653062,59.69387755102041,77.15736040609137,50.50761421319797,62.055837563451774,77.04081632653062,60.15043130654323,成熟核心市场,重点候选
71,716,Zimbabwe,36872694.0,0.5182983641811296,1.0,0.8590575956826499,-0.0613803731283899,39283958.0,12896800.0,23975894.0,17.422981862195947,-0.06334496338140383,0.6200696545071303,-0.06332379212258438,0.600937593548223,1,成熟核心市场,68.02030456852792,32.142857142857146,68.55670103092784,64.54081632653062,75.0,68.02030456852792,50.253807106598984,69.67005076142132,67.85714285714286,59.80827898169578,成熟核心市场,重点候选
72,724,Spain,1170299687.0,0.38762563929274035,1.0,0.10905632198659167,-0.3723161893331943,1864473270.0,554892572.0,615407115.0,20.880525696546652,-0.4657187251868926,0.10350949318331004,-0.4574797474709407,0.10341717369014386,1,成熟核心市场,95.43147208121827,15.306122448979592,41.23711340206185,64.54081632653062,82.14285714285714,95.43147208121827,28.426395939086294,73.2233502538071,95.40816326530613,59.471912476330736,成熟核心市场,重点候选
73,703,Slovakia,447276000.0,0.5580407402947282,1.0,1.0241937324160288,-0.6002700578477709,1118945450.0,147899255.0,299376745.0,19.918686413934413,-0.9169661031642882,0.705171461020349,-0.8576941019419699,0.6773334138205492,1,成熟核心市场,88.3248730964467,5.612244897959184,71.1340206185567,64.54081632653062,72.44897959183675,88.3248730964467,38.3248730964467,68.40101522842639,88.26530612244898,59.430885756364404,成熟核心市场,重点候选
74,340,Honduras,7072441.0,1.1781388666826618,1.0,1.1055109722383225,0.7749651654690415,3984552.0,2277384.0,4795057.0,15.771716381346573,0.5737806880716168,0.7445579492810754,0.5585404639398796,0.71196719774686,0,加速扩张机会市场,49.23857868020304,70.91836734693877,72.16494845360825,64.54081632653062,38.775510204081634,49.23857868020304,71.31979695431473,51.6497461928934,48.97959183673469,59.126867241742055,高增长机会市场,重点候选
75,410,Rep. of Korea,3788155735.0,0.18788566172475515,1.0,-0.03714410251321193,-0.5174588207322686,7850429969.0,1929920449.0,1858235286.0,22.05514512441351,-0.7286890160756272,-0.03785151752329341,-0.6980700812477344,-0.0378469989170073,1,成熟核心市场,98.98477157360406,8.673469387755102,29.381443298969074,64.54081632653062,96.42857142857143,98.98477157360406,19.289340101522843,80.32994923857868,98.9795918367347,58.65690090469178,成熟核心市场,重点候选
76,120,Cameroon,19994362.0,1.3773898998284018,1.0,3.0654647658386014,0.1347578598039256,17619937.0,3947192.0,16047170.0,16.810960941791087,0.12641928205368913,1.4025278789754836,0.12625118974036975,1.210338994562567,0,加速扩张机会市场,60.913705583756354,47.95918367346938,88.14432989690721,64.54081632653062,29.081632653061234,60.913705583756354,67.76649746192894,46.827411167512686,60.71428571428571,58.64927414264675,高增长机会市场,重点候选
77,757,Switzerland,46866348.0,0.32859359616113304,1.0,0.07085473224969746,0.0616752969524485,44143768.0,22631403.0,24234945.0,17.662810470555875,0.05984812800459238,0.06845714185374518,0.05983027205459226,0.06843042261368434,1,成熟核心市场,73.60406091370558,39.795918367346935,35.56701030927835,64.54081632653062,87.24489795918367,73.60406091370558,37.817258883248726,75.76142131979695,73.46938775510205,58.64401430675364,成熟核心市场,重点候选
78,372,Ireland,37425870.0,0.3783418687151835,1.0,0.10937698145786602,0.0844739338514386,34510622.0,17742618.0,19683252.0,17.43787276121224,0.0810950135626669,0.10379857422606165,0.08105060224510252,0.10370548500275344,1,成熟核心市场,69.03553299492386,42.3469387755102,41.75257731958763,64.54081632653062,83.16326530612245,69.03553299492386,42.131979695431475,73.73096446700507,68.87755102040816,58.529086892488955,成熟核心市场,重点候选
79,56,Belgium,728900171.0,0.3610096018407492,1.0,0.13365520734750475,-0.4932294313794579,1438323802.0,341620412.0,387279759.0,20.407047342324425,-0.6796969045113492,0.12544710876978016,-0.654684185703219,0.12528285440613512,1,成熟核心市场,93.4010152284264,9.693877551020408,43.81443298969072,64.54081632653062,85.20408163265306,93.4010152284264,26.903553299492387,74.746192893401,93.36734693877551,58.43125394487693,成熟核心市场,重点候选
80,40,Austria,182795717.0,0.6300500432060835,1.0,1.2320090720447614,-0.5379994043641604,395661215.0,56557922.0,126237795.0,19.023879792202308,-0.7721890957029913,0.8029020992875573,-0.735976997506186,0.7623797115552767,1,成熟核心市场,82.74111675126903,8.16326530612245,74.74226804123711,64.54081632653062,67.34693877551021,82.74111675126903,41.370558375634516,65.86294416243655,82.6530612244898,58.34131075110457,成熟核心市场,重点候选
81,554,New Zealand,83120484.0,1.1018628827223957,1.0,-0.6960401265900468,1.5020328597599484,33221180.0,63744664.0,19375820.0,18.23580173967566,0.9171035272851888,-1.190859545726937,0.8578062627675671,-1.0675790578890276,4,一般稳定市场,78.1725888324873,82.6530612244898,5.154639175257731,64.54081632653062,44.89795918367348,78.1725888324873,44.16243654822335,54.69543147208122,78.06122448979592,58.301335998316866,常规培育市场,培育候选
82,84,Belize,1001429.0,1.1211723907822886,1.0,2.572881324973858,2.136051332798877,319328.0,218993.0,782436.0,13.816939536487965,1.1429623382325182,1.2733690758100842,1.0328940145689176,1.125277977769767,0,加速扩张机会市场,21.82741116751269,86.73469387755102,86.08247422680412,64.54081632653062,42.3469387755102,21.82741116751269,86.04060913705584,53.42639593908629,21.428571428571427,58.1348621922996,高增长机会市场,重点候选
83,231,Ethiopia,27546946.0,1.107049544625606,1.0,0.649514695520179,0.1184718916341653,24629091.0,10396978.0,17149968.0,17.13140227072566,0.1119633669195359,0.5004810828497561,0.1118465551532785,0.4902895587772234,1,成熟核心市场,64.9746192893401,45.91836734693878,65.97938144329896,64.54081632653062,44.38775510204081,64.9746192893401,55.837563451776646,54.44162436548223,64.79591836734694,57.226488533557756,成熟核心市场,重点候选
84,792,Türkiye,323939530.0,0.471239431093265,1.0,0.3695866152351854,-0.4760879126534389,618308945.0,136707191.0,187232339.0,19.5960674236225,-0.64643137950614,0.3145089516289552,-0.6248233301730735,0.3119418491469689,1,成熟核心市场,84.77157360406092,10.714285714285714,54.63917525773196,64.54081632653062,78.06122448979592,84.77157360406092,32.74111675126903,71.19289340101523,84.6938775510204,57.177835051546396,成熟核心市场,重点候选
85,124,Canada,538115318.0,0.3855229908368712,1.0,-0.4166506538924544,-0.0199641265721989,549077164.0,339858869.0,198256449.0,20.10358344274054,-0.020166102411813824,-0.5389690485377905,-0.020165419061461097,-0.5262902402640767,1,成熟核心市场,89.84771573604061,35.204081632653065,12.371134020618557,64.54081632653062,82.65306122448979,89.84771573604061,24.111675126903556,73.4771573604061,89.79591836734694,57.066063538817595,成熟核心市场,重点候选
86,376,Israel,290245295.0,0.5670709236962815,1.0,-0.39996527110358465,0.1373394192264809,255196725.0,181399372.0,108845923.0,19.4862369716926,0.1286916914935894,-0.5107677402724349,0.12851437445175198,-0.4999457372771538,1,成熟核心市场,83.24873096446701,48.46938775510204,12.886597938144329,64.54081632653062,70.91836734693878,83.24873096446701,30.964467005076145,67.63959390862945,83.16326530612244,56.735482852934986,成熟核心市场,重点候选
87,854,Burkina Faso,14114746.0,0.5843947601828571,1.0,-0.31364981373350553,1.2181982594177292,6363158.0,8369997.0,5744749.0,16.462730695314967,0.7966951851991304,-0.3763672512998202,0.7570684968539749,-0.3719865734742942,4,一般稳定市场,55.83756345177665,78.06122448979592,17.010309278350515,64.54081632653062,69.89795918367346,55.83756345177665,47.71573604060914,67.13197969543147,55.61224489795919,56.53981695771092,常规培育市场,培育候选
88,398,Kazakhstan,17947541.0,0.6605297042294966,1.0,0.3858583892757522,0.1088084069942467,16186332.0,7522467.0,10425074.0,16.702963727588834,0.10328592542769854,0.3263196862955269,0.10319420828688265,0.3234545612683097,1,成熟核心市场,59.89847715736041,44.38775510204081,56.18556701030928,64.54081632653062,64.28571428571428,59.89847715736041,50.253807106598984,64.34010152284264,59.693877551020414,56.33915421838839,成熟核心市场,重点候选
89,422,Lebanon,44129527.0,0.2645217662154625,1.0,0.18156602921708329,-0.312005477199784,64142265.0,20228371.0,23901156.0,17.602639685516653,-0.3739743950564609,0.16684069440892912,-0.36967593553822403,0.16645476394976996,1,成熟核心市场,72.08121827411168,20.918367346938776,46.391752577319586,64.54081632653062,91.3265306122449,72.08121827411168,33.756345177664976,77.79187817258884,71.93877551020408,56.242636229749635,成熟核心市场,重点候选
90,192,Cuba,4590369.0,2.323508147446194,0.75,27.388894579817407,1.6322704173791576,1743882.0,156194.0,4434175.0,15.339471188809702,0.9678463947650471,3.3459918560177364,0.8987604059264466,1.863894166242409,0,加速扩张机会市场,41.11675126903553,83.16326530612244,98.96907216494846,17.346938775510203,10.714285714285708,41.11675126903553,90.60913705583758,14.213197969543145,40.816326530612244,56.171365453397854,高增长机会市场,重点候选
91,462,Maldives,5964736.0,2.5095662928707165,0.9166666666666666,8.230950122553855,1.1512366461439587,2772701.0,583009.0,5381727.0,15.601375522014058,0.7660426680304262,2.2225604523145233,0.7306570565258439,1.6090294692003133,0,加速扩张机会市场,47.71573604060914,77.04081632653062,92.78350515463917,25.765306122448976,9.183673469387756,47.71573604060914,84.51776649746193,17.639593908629443,47.44897959183674,56.00568062276457,高增长机会市场,重点候选
92,364,Iran,25529245.0,1.11587370728082,1.0,-0.2585137185835929,1.1926254834246612,11643231.0,14659458.0,10869787.0,17.055335254899823,0.7850996299433177,-0.2990985949167211,0.7471126755183055,-0.29688860755576596,4,一般稳定市场,63.95939086294417,77.55102040816327,19.587628865979383,64.54081632653062,43.36734693877551,63.95939086294417,48.73096446700508,53.93401015228426,63.775510204081634,55.39711760993057,常规培育市场,培育候选
93,520,Nauru,2349396.0,3.301726675395668,0.25,22.271873547187354,,0.0,96795.0,2252601.0,14.66966925744934,14.66966925744934,3.147235600361425,2.0,1.8352001961355173,5,脉冲式高增长市场,31.472081218274113,99.48979591836735,97.9381443298969,4.846938775510204,2.040816326530617,31.472081218274113,98.2233502538071,3.680203045685276,31.122448979591837,54.58762886597939,低基数暴增市场,观察名单
94,450,Madagascar,17930727.0,1.0026609256527352,1.0,-0.5333469277481392,1.4686861986486246,7263267.0,12225609.0,5705118.0,16.702026447099506,0.9036860238390805,-0.7621690898743925,0.8468256363004611,-0.7272980063775439,4,一般稳定市场,59.390862944162436,80.61224489795919,10.824742268041238,64.54081632653062,51.53061224489796,59.390862944162436,45.93908629441624,57.99492385786802,59.183673469387756,54.256785188302125,常规培育市场,培育候选
95,440,Lithuania,15132558.0,0.5012468650466686,1.0,0.26457497012628145,-0.0286384467826215,15578708.0,6682295.0,8450263.0,16.53235920563349,-0.029056526695672602,0.23473604241682366,-0.02905448443577676,0.2336641300168815,1,成熟核心市场,57.360406091370564,34.183673469387756,50.51546391752577,64.54081632653062,76.53061224489795,57.360406091370564,42.38578680203045,70.43147208121827,57.14285714285714,53.72554176309699,成熟核心市场,重点候选
96,414,Kuwait,4862212.0,0.5109799584795636,1.0,0.08141033159847227,0.3198716995145299,3683852.0,2336018.0,2526194.0,15.397004242030658,0.27753446874957,0.07826601960384849,0.2757667155312668,0.07822612424139466,4,一般稳定市场,43.65482233502538,61.224489795918366,37.628865979381445,64.54081632653062,76.0204081632653,43.65482233502538,49.49238578680203,70.17766497461929,43.36734693877551,53.699242583631396,常规培育市场,培育候选
97,624,Guinea-Bissau,1386295.0,2.108804494409342,0.6666666666666666,10.064075675957914,9.179423729311385,136186.0,114911.0,1271384.0,14.14214600014396,2.320361779872627,2.403695518371105,1.6421998041354868,1.6684370931151018,0,加速扩张机会市场,24.873096446700508,95.40816326530613,94.3298969072165,14.795918367346939,14.285714285714292,24.873096446700508,94.41624365482234,14.720812182741117,24.489795918367346,53.68740795287187,高增长机会市场,重点候选
98,710,South Africa,419252392.0,0.6176573792477718,1.0,0.22363905394581743,-0.749837765719407,1675922000.0,188543366.0,230709026.0,19.85398366646287,-1.3856456326776545,0.20182924906486122,-1.1995847341379686,0.2011469024606066,1,成熟核心市场,86.80203045685279,4.591836734693878,47.93814432989691,64.54081632653062,68.87755102040816,86.80203045685279,26.395939086294415,66.6243654822335,86.73469387755102,53.54171049863245,成熟核心市场,重点候选
99,188,Costa Rica,4781019.0,1.1999763503509935,1.0,0.9050823852812985,0.2797029901730121,3736038.0,1645743.0,3135276.0,15.380164470824758,0.24662795357621015,0.6445249658334031,0.24538546589508559,0.62310273186532,4,一般稳定市场,42.63959390862944,57.6530612244898,69.0721649484536,64.54081632653062,37.755102040816325,42.63959390862944,63.19796954314721,51.142131979695435,42.3469387755102,53.049126867241746,常规培育市场,培育候选
100,90,Solomon Isds,4394370.0,1.6270868966343102,0.9166666666666666,1.4566717429472213,1.1030845834003355,2089488.0,1271272.0,3123098.0,15.295834961680562,0.7434048652416365,0.8988070174410048,0.7109600487857692,0.8428175142284332,0,加速扩张机会市场,40.10152284263959,75.51020408163265,79.38144329896907,25.765306122448976,23.9795918367347,40.10152284263959,77.15736040609139,25.000000000000007,39.795918367346935,52.86608457816116,高增长机会市场,重点候选
101,148,Chad,13587494.0,1.0150936240856043,1.0,-0.32584890433154057,1.14097830343053,6346395.0,8116050.0,5471444.0,16.424660442426255,0.7612627917351062,-0.3943009560897668,0.7265114198237985,-0.38927060427772775,4,一般稳定市场,54.82233502538071,76.0204081632653,16.49484536082474,64.54081632653062,50.0,54.82233502538071,46.44670050761421,57.233502538071065,54.59183673469388,52.635703766042504,常规培育市场,培育候选
102,300,Greece,39711340.0,0.37213325974157974,1.0,-0.13930934580586551,-0.0711133798269335,42751547.0,21342258.0,18369082.0,17.497147372368524,-0.07376859084925158,-0.15002011817966832,-0.07373515797476264,-0.14973939433924918,1,成熟核心市场,70.05076142131979,31.122448979591837,23.711340206185564,64.54081632653062,84.18367346938776,70.05076142131979,27.66497461928934,74.23857868020303,69.89795918367348,52.573900694298345,成熟核心市场,重点候选
103,426,Lesotho,1577600.0,1.9195080423340876,0.3333333333333333,2.7200464345338893,30.586113002042204,49946.0,334234.0,1243366.0,14.271415896704546,3.4526981744915837,1.3137339629654559,1.8772483235496877,1.152550709939148,5,脉冲式高增长市场,25.888324873096447,96.93877551020408,86.5979381443299,7.3979591836734695,17.346938775510196,25.888324873096447,91.37055837563452,12.563451776649748,25.510204081632654,52.54917946560068,低基数暴增市场,观察名单
104,212,Dominica,1257534.0,2.9556533280933768,0.8333333333333334,19.82082248828735,4.000791356321108,251467.0,57630.0,1199904.0,14.044664013570689,1.6095929897245345,3.0359370486039765,1.3334212502178593,1.8166888529455267,0,加速扩张机会市场,23.85786802030457,91.83673469387756,97.42268041237114,20.918367346938776,4.591836734693871,23.85786802030457,94.16243654822335,12.944162436548224,23.46938775510204,52.26514832737219,高增长机会市场,重点候选
105,548,Vanuatu,896192.0,1.2600677714409838,1.0,2.0319245615771524,0.824554545750676,491184.0,222274.0,673918.0,13.705911070547147,0.6013349526576377,1.109194571641602,0.5838474933976081,1.0079179461543954,0,加速扩张机会市场,19.796954314720814,71.93877551020408,84.5360824742268,64.54081632653062,33.673469387755105,19.796954314720814,77.91878172588832,49.11167512690355,19.387755102040817,52.21333894382496,高增长机会市场,重点候选
106,807,North Macedonia,1817145.0,2.3615365994119126,0.8333333333333334,3.6386844326390784,2.951380372100305,459876.0,322264.0,1494881.0,14.41277769637919,1.3740633549736874,1.5344283644963923,1.192144472975875,1.290614673017288,0,加速扩张机会市场,28.426395939086298,88.77551020408163,89.69072164948454,20.918367346938776,10.204081632653057,28.426395939086298,88.83248730964468,15.736040609137055,28.061224489795915,52.172838207447924,高增长机会市场,重点候选
107,320,Guatemala,5051684.0,0.5681644931561208,1.0,0.98216727155949,-0.095484948515335,5584964.0,1693964.0,3357720.0,15.435232408964637,-0.10035631471513007,0.6841905351744497,-0.10027219101355991,0.6586936158318691,4,一般稳定市场,44.67005076142132,29.591836734693878,70.10309278350515,64.54081632653062,70.40816326530611,44.67005076142132,49.746192893401016,67.38578680203045,44.38775510204081,51.75021039343573,常规培育市场,培育候选
108,32,Argentina,59541963.0,0.9272456076831251,1.0,0.07412856205205577,-0.1363123039323852,68939228.0,28706978.0,30834985.0,17.902191899235618,-0.14654403611689304,0.07150969047776812,-0.1462823457170474,0.07147923557710047,1,成熟核心市场,75.63451776649747,26.53061224489796,36.597938144329895,64.54081632653062,54.08163265306122,75.63451776649747,31.725888324873097,59.263959390862944,75.51020408163265,51.17162844519252,成熟核心市场,重点候选
109,50,Bangladesh,63615488.0,0.437583080503507,1.0,-0.34348018043858186,-0.1279603831801647,72950227.0,38403095.0,25212393.0,17.9683675363957,-0.13692042196085907,-0.4208023823359248,-0.1367069179845029,-0.4147009608729245,1,成熟核心市场,76.14213197969542,28.061224489795915,14.948453608247423,64.54081632653062,79.08163265306122,76.14213197969542,21.827411167512693,71.7005076142132,76.0204081632653,51.1274458236903,成熟核心市场,重点候选
110,604,Peru,30173767.0,0.27373589038997326,1.0,0.06368282754224652,-0.3636344904586617,47415780.0,14621320.0,15552447.0,17.22248349561395,-0.4519821681310816,0.06173724797058355,-0.44444164624391996,0.061717650301999084,1,成熟核心市场,65.98984771573603,16.3265306122449,35.051546391752574,64.54081632653062,90.3061224489796,65.98984771573603,25.888324873096444,77.28426395939087,65.81632653061224,50.836839890595414,成熟核心市场,重点候选
111,196,Cyprus,2043927.0,0.4911029048963081,1.0,-0.009482563846861025,0.7091248282661213,1195891.0,1026832.0,1017095.0,14.530384004636392,0.535981096224404,-0.009527800289996335,0.5235084193000965,-0.009527737536614567,4,一般稳定市场,30.456852791878177,70.40816326530613,30.412371134020617,64.54081632653062,77.55102040816327,30.456852791878177,50.507614213197975,70.93908629441624,30.102040816326532,50.801861981906164,常规培育市场,培育候选
112,44,Bahamas,958012.0,1.2374460426797322,1.0,1.0577420868349574,0.9045850621169258,503003.0,313307.0,644705.0,13.772616626798296,0.6442632254617564,0.7216076666640401,0.6228669794629076,0.6918451960935771,0,加速扩张机会市场,20.812182741116754,73.9795918367347,71.64948453608247,64.54081632653062,35.71428571428571,20.812182741116754,72.58883248730965,50.12690355329949,20.408163265306122,50.758468335787924,高增长机会市场,重点候选
113,760,Syria,2860345.0,1.0671658101481463,1.0,0.08895768472082549,0.5460881390965555,1850053.0,1369269.0,1491076.0,14.866453154499643,0.43572776868194296,0.08522092653018021,0.4289624783298566,0.08516944634301107,4,一般稳定市场,35.025380710659896,67.85714285714286,39.175257731958766,64.54081632653062,47.44897959183674,35.025380710659896,53.55329949238579,55.96446700507614,34.69387755102041,48.77892909741217,常规培育市场,培育候选
114,332,Haiti,5829475.0,1.096556254649613,0.9166666666666666,0.307682106569094,0.2760578388638166,4568347.0,2526117.0,3303358.0,15.578437674355843,0.24377546480296886,0.268256092563135,0.24257541627467752,0.2666590044558043,4,一般稳定市场,47.20812182741117,57.14285714285714,52.0618556701031,25.765306122448976,45.40816326530612,47.20812182741117,54.568527918781726,35.65989847715736,46.93877551020408,48.16747317483694,常规培育市场,培育候选
115,258,French Polynesia,7492319.0,1.7567996510178066,1.0,-0.6871546743504215,3.8058955025224743,1558985.0,5706932.0,1785387.0,15.82938905386035,1.5698428859762164,-1.1620459929595892,1.3110451267574263,-1.046817413940864,4,一般稳定市场,49.746192893401016,90.3061224489796,5.670103092783505,64.54081632653062,20.918367346938766,49.746192893401016,48.223350253807105,42.76649746192893,49.48979591836735,48.14932674100569,常规培育市场,培育候选
116,600,Paraguay,4618752.0,0.6234640322077223,1.0,0.4437970571272864,-0.1343046860078769,5335309.0,1889990.0,2728762.0,15.345635313204825,-0.14422223466664086,0.3672763258013365,-0.14397279663044057,0.3632028738499058,4,一般稳定市场,41.62436548223351,27.040816326530614,59.79381443298969,64.54081632653062,67.85714285714286,41.62436548223351,43.401015228426395,66.11675126903553,41.3265306122449,47.749579213128555,常规培育市场,培育候选
117,620,Portugal,44546259.0,0.5588397086583049,1.0,-0.3425170807633679,-0.3370295859654328,67191926.0,26875848.0,17670411.0,17.612038757739757,-0.41102490660838953,-0.41933647423133635,-0.4053344342401839,-0.4132978708717156,1,成熟核心市场,72.58883248730965,19.897959183673468,15.463917525773196,64.54081632653062,71.42857142857143,72.58883248730965,18.02030456852792,67.89340101522842,72.44897959183673,46.970334525562805,成熟核心市场,重点候选
118,72,Botswana,1995196.0,1.6430619656556051,1.0,2.0523277777552105,0.1122591247854443,1793823.0,492358.0,1502838.0,14.506253350298119,0.10639313830358788,1.1159031397143409,0.10629294812192813,1.0129130170669949,0,加速扩张机会市场,29.441624365482234,44.89795918367347,85.05154639175258,64.54081632653062,22.959183673469383,29.441624365482234,64.72081218274111,43.78172588832487,29.081632653061224,46.85724805386072,高增长机会市场,重点候选
119,768,Togo,7070950.0,0.5853216181497787,1.0,0.44366755242034006,-0.3797412280701754,11400000.0,2893581.0,4177369.0,15.771505540849455,-0.4776184602345612,0.3671866809012627,-0.46874145617848567,0.36311613008153076,4,一般稳定市场,48.73096446700508,14.285714285714285,59.27835051546392,64.54081632653062,69.38775510204081,48.73096446700508,36.80203045685279,66.87817258883248,48.46938775510204,46.83015989901116,常规培育市场,培育候选
120,434,Libya,8492317.0,1.262250729848857,1.0,0.5799464951465277,-0.1085637873749968,9526556.0,3291664.0,5200653.0,15.95467254811311,-0.11492138207198188,0.4573908711200314,-0.11479508180117591,0.4495802500071535,4,一般稳定市场,51.26903553299492,28.57142857142857,63.91752577319587,64.54081632653062,33.16326530612244,51.26903553299492,46.192893401015226,48.857868020304565,51.02040816326531,46.661056175047335,常规培育市场,培育候选
121,112,Belarus,14252727.0,1.4832105618549376,1.0,-0.19773534716735675,0.2853975393269918,11088186.0,7908232.0,6344495.0,16.472458884953394,0.25106801960442127,-0.22031670332111375,0.24975745743651778,-0.21942986770180892,4,一般稳定市场,56.34517766497462,59.183673469387756,21.649484536082475,64.54081632653062,27.551020408163268,56.34517766497462,40.609137055837564,46.065989847715734,56.12244897959183,46.549284662318534,常规培育市场,培育候选
122,634,Qatar,2949276.0,0.49199672618412804,1.0,-0.054696883650891336,0.1623115263005026,2537423.0,1516101.0,1433175.0,14.897070613532065,0.15041066238733336,-0.05624960671406498,0.15012779086295786,-0.05623481830795083,4,一般稳定市场,35.53299492385787,50.51020408163265,26.288659793814436,64.54081632653062,77.0408163265306,35.53299492385787,38.578680203045685,70.68527918781726,35.204081632653065,46.45671155059963,常规培育市场,培育候选
123,524,Nepal,4795398.0,0.8872340333496577,1.0,-0.21917317818339546,0.1834530714042979,4052039.0,2692793.0,2102605.0,15.383167474516608,0.16843645854631006,-0.2474017885225912,0.1680393994328527,-0.24614766073639768,4,一般稳定市场,43.14720812182741,53.06122448979592,21.1340206185567,64.54081632653062,56.63265306122449,43.14720812182741,37.309644670050766,60.53299492385787,42.857142857142854,45.298232695139916,常规培育市场,培育候选
124,266,Gabon,2029572.0,2.931794569066748,0.75,11.099759894663466,0.283942775950919,1580734.0,154932.0,1874640.0,14.523335984064808,0.24993549735550502,2.493179688001481,0.24864263583197657,1.6946508919121863,0,加速扩张机会市场,29.949238578680205,58.673469387755105,95.36082474226805,17.346938775510203,5.102040816326522,29.949238578680205,76.6497461928934,11.421319796954315,29.591836734693878,45.11808331580055,高增长机会市场,重点候选
125,48,Bahrain,513955.0,1.1327567576825939,1.0,-0.055417875830965455,3.26667386142888,120458.0,264301.0,249654.0,13.149892937660306,1.4508282126079273,-0.05701242395482886,1.2405073666523228,-0.056997207926764014,4,一般稳定市场,16.243654822335024,89.28571428571429,25.773195876288657,64.54081632653062,41.83673469387755,16.243654822335024,57.61421319796955,53.17258883248731,15.816326530612246,44.95055754260468,常规培育市场,培育候选
