opportunity_rank,destination_code,destination,export_2024,monthly_cv_2024,active_month_ratio_2024,h2_h1_momentum_2024,growth_2024,export_2023,H1,H2,log_export_2024,growth_log_ratio,momentum_log_ratio,growth_symmetric_2024,momentum_symmetric_2024,cluster,segment,scale_score,growth_score,momentum_score,activity_score,stability_score,market_scale,growth_momentum,growth_quality,size_score,opportunity_score,market_segment,decision_tier
126,262,Djibouti,5080608.0,1.1677357906108665,1.0,1.340971054081744,-0.4424026409391889,9111607.0,1520698.0,3559910.0,15.44094169425917,-0.5841180687314385,0.8505654469792727,-0.5680577696997967,0.8027432937160277,4,一般稳定市场,45.17766497461929,13.26530612244898,77.31958762886599,64.54081632653062,39.795918367346935,45.17766497461929,45.17766497461929,52.15736040609137,44.89795918367347,44.67310119924259,常规培育市场,培育候选
127,328,Guyana,3996333.0,2.1800160655843244,1.0,-0.5685430228734641,1.945736188405263,1356650.0,2791794.0,1204539.0,15.200887998841251,1.0803582780688092,-0.8405870068139585,0.9862474810773731,-0.7943557256114543,4,一般稳定市场,39.08629441624365,85.20408163265306,9.793814432989691,64.54081632653062,13.775510204081627,39.08629441624365,47.71573604060914,39.213197969543145,38.775510204081634,43.412844519251,常规培育市场,培育候选
128,516,Namibia,5458389.0,1.642143678909418,1.0,-0.044327682542981056,0.2126834808422772,4501083.0,2791055.0,2667334.0,15.51266443244298,0.19283561782261316,-0.045340172235381004,0.19224031153458737,-0.04533242317467663,4,一般稳定市场,46.192893401015226,55.61224489795919,27.31958762886598,64.54081632653062,23.469387755102048,46.192893401015226,41.6243654822335,44.035532994923855,45.91836734693878,43.116978750263,常规培育市场,培育候选
129,380,Italy,667665780.0,1.1840907011243618,1.0,-0.5936216870075687,-0.5925567565703236,1638671866.0,474741237.0,192924543.0,20.31929827845087,-0.8978536350412369,-0.9004707447645188,-0.84203289807463,-0.844184927374891,1,成熟核心市场,91.37055837563452,6.63265306122449,8.762886597938143,64.54081632653062,38.26530612244898,91.37055837563452,8.121827411167512,51.39593908629442,91.3265306122449,43.00257731958763,成熟核心市场,重点候选
130,504,Morocco,33043099.0,0.8357930295196956,1.0,-0.6502633904474897,-0.193173111987886,40954385.0,24481146.0,8561953.0,17.31332332788156,-0.21464614087343747,-1.0505748759898275,-0.21382581061810155,-0.9635411618020453,4,一般稳定市场,66.49746192893402,25.0,6.701030927835052,64.54081632653062,58.16326530612245,66.49746192893402,16.243654822335024,61.29441624365482,66.3265306122449,42.66673679781191,常规培育市场,培育候选
131,670,Saint Vincent and the Grenadines,196495.0,2.018116915395493,0.5,1.6081272149690593,1.3781830945003877,82624.0,54459.0,142036.0,12.188397353850165,0.8663297766961779,0.9586210997951863,0.8159315560746492,0.8913916384640831,5,脉冲式高增长市场,9.137055837563452,80.10204081632652,80.9278350515464,11.479591836734695,16.326530612244895,9.137055837563452,80.20304568527918,14.086294416243657,8.673469387755102,42.41005680622765,低基数暴增市场,观察名单
132,4,Afghanistan,2533001.0,1.0075982016621075,0.75,0.6853716741637239,0.0613842741714145,2386507.0,943259.0,1589742.0,14.744915718561076,0.0595739509492077,0.5219856864982937,0.05955636214027907,0.510448278543909,4,一般稳定市场,31.979695431472084,39.285714285714285,67.0103092783505,17.346938775510203,51.02040816326531,31.979695431472084,53.04568527918782,34.26395939086295,31.63265306122449,42.10104144750683,常规培育市场,培育候选
133,776,Tonga,333114.0,1.6683987337214814,0.5,0.17639064929634518,125.99733130003813,2623.0,153058.0,180056.0,12.716243054689947,4.843787904625968,0.16244999945373806,1.968749348448339,0.16209465828515163,5,脉冲式高增长市场,12.690355329949238,97.95918367346938,45.36082474226804,11.479591836734695,21.93877551020408,12.690355329949238,71.57360406091371,16.878172588832488,12.244897959183673,41.67420576478014,低基数暴增市场,观察名单
134,562,Niger,1124151.0,1.1738964111817927,0.6666666666666666,1.4469308345419478,0.1186394633640055,1004927.0,326131.0,798020.0,13.932539531609569,0.11211307649169555,0.8948327055039726,0.11199589681542903,0.8395473561825769,0,加速扩张机会市场,23.3502538071066,46.42857142857143,78.8659793814433,14.795918367346939,39.28571428571429,23.3502538071066,62.43654822335026,27.157360406091367,22.95918367346939,41.64054281506417,高增长机会市场,重点候选
135,275,State of Palestine,936293.0,1.248583014716799,0.8333333333333334,3.019934053561376,0.0926361166607538,856912.0,186515.0,749778.0,13.749684808703948,0.08859313319671003,1.391261470152175,0.08853533198937098,1.2031767833359857,0,加速扩张机会市场,20.304568527918782,42.857142857142854,87.11340206185567,20.918367346938776,35.20408163265306,20.304568527918782,64.72081218274111,28.172588832487314,19.897959183673468,41.47880286135072,高增长机会市场,重点候选
136,690,Seychelles,105255.0,1.335202448432818,0.75,0.701062410182714,1.307565825532195,45613.0,38968.0,66287.0,11.564150757045674,0.8361807911195793,0.5312424270783627,0.7906514303894795,0.5191012303453517,0,加速扩张机会市场,6.091370558375635,78.57142857142857,67.5257731958763,17.346938775510203,31.632653061224488,6.091370558375635,72.84263959390864,24.619289340101524,5.612244897959184,41.31127708815485,高增长机会市场,重点候选
137,780,Trinidad and Tobago,485107.0,0.7297214919211741,1.0,-0.2705756108690847,0.6442688684841151,295029.0,280502.0,204605.0,13.092126825542389,0.4972945004757552,-0.31549824149198535,0.48729452300624504,-0.3129082862131447,4,一般稳定市场,15.228426395939088,68.87755102040816,19.072164948453608,64.54081632653062,60.714285714285715,15.228426395939088,44.16243654822335,62.56345177664974,14.795918367346939,41.03382074479277,常规培育市场,培育候选
138,882,Samoa,185826.0,2.256647205736173,0.25,0.6500007130328138,5.529833438751845,28458.0,70123.0,115703.0,12.132571412350051,1.8763516783579632,0.5007701022798035,1.468779750238002,0.49056644387760595,5,脉冲式高增长市场,8.121827411167512,92.85714285714286,66.49484536082474,4.846938775510204,11.224489795918373,8.121827411167512,79.44162436548223,8.248730964467002,7.653061224489796,40.97754050073638,低基数暴增市场,观察名单
139,558,Nicaragua,2683688.0,0.64073962197492,1.0,0.07959965377304466,-0.1530866542938985,3168787.0,1290483.0,1393205.0,14.802702898526965,-0.1661568398332136,0.07659022432821239,-0.16577567610284538,0.07655286307499233,4,一般稳定市场,34.01015228426396,25.510204081632654,37.11340206185567,64.54081632653062,66.32653061224491,34.01015228426396,31.472081218274113,65.35532994923858,33.6734693877551,40.30533347359563,常规培育市场,培育候选
140,178,Congo,2625716.0,1.527433876257025,0.9166666666666666,-0.44914738178194874,2.085516597902891,850981.0,1693079.0,932637.0,14.780864559568284,1.126718303822841,-0.5962875045682896,1.02093164863087,-0.5792263900589402,4,一般稳定市场,32.99492385786802,86.22448979591837,11.855670103092782,25.765306122448976,26.530612244897952,32.99492385786802,49.23857868020305,26.269035532994927,32.6530612244898,40.27929728592468,常规培育市场,培育候选
141,728,South Sudan,5081968.0,1.757635798650803,0.5833333333333334,-0.8041392760596682,2.051536586244581,1665380.0,4249632.0,832336.0,15.441209342882996,1.1156448588348091,-1.630350498360352,1.0127202569068618,-1.344871120794149,5,脉冲式高增长市场,45.68527918781726,85.71428571428571,3.0927835051546393,13.26530612244898,20.40816326530613,45.68527918781726,44.67005076142132,17.005076142131983,45.40816326530612,40.057332211235,低基数暴增市场,观察名单
142,222,El Salvador,2253045.0,0.9437525195472272,1.0,-0.3864303869266947,0.1857257886261012,1900140.0,1396311.0,856734.0,14.627793636427436,0.17035498451791575,-0.4884611014759397,0.1699442716854655,-0.47897578610280755,4,一般稳定市场,30.96446700507614,53.57142857142857,13.402061855670103,64.54081632653062,53.57142857142857,30.96446700507614,33.75634517766497,59.01015228426395,30.612244897959183,39.74673890174626,常规培育市场,培育候选
143,132,Cabo Verde,161972.0,2.1905669555702962,0.4166666666666667,0.5418935672698169,2.5937077056200217,45071.0,63721.0,98251.0,11.995184933657422,1.279168443541268,0.43300573490748206,1.1292436836792357,0.4263699898747932,5,脉冲式高增长市场,7.614213197969544,88.26530612244898,62.371134020618555,9.183673469387756,13.265306122448976,7.614213197969544,75.12690355329948,11.421319796954315,7.142857142857142,39.59157374289922,低基数暴增市场,观察名单
144,52,Barbados,828204.0,1.3751491586054432,1.0,0.45507984454990913,0.1070529169273213,748116.0,337343.0,490861.0,13.627015987264464,0.10170132542743104,0.3750598479941427,0.10161388550548112,0.37072508705584617,4,一般稳定市场,18.781725888324875,43.87755102040816,60.824742268041234,64.54081632653062,29.59183673469387,18.781725888324875,52.28426395939086,47.08121827411167,18.367346938775512,39.537397433200084,常规培育市场,培育候选
145,24,Angola,2960042.0,1.3749023420855773,1.0,-0.1270938603717666,0.1748562111504179,2519493.0,1580454.0,1379588.0,14.900714353221755,0.16114570754668556,-0.1359271515425089,0.16079795092101792,-0.13571834453700318,4,一般稳定市场,36.04060913705584,51.53061224489795,24.22680412371134,64.54081632653062,30.10204081632652,36.04060913705584,38.07106598984772,47.33502538071066,35.714285714285715,39.411687355354516,常规培育市场,培育候选
146,352,Iceland,1095785.0,1.0303542545455082,0.9166666666666666,-0.0431152716960376,0.5464280522896847,708591.0,559964.0,535821.0,13.906982471950814,0.43594729046838054,-0.04407226541137099,0.42917219027519765,-0.044065213522725716,4,一般稳定市场,22.84263959390863,68.36734693877551,27.835051546391753,25.765306122448976,49.48979591836735,22.84263959390863,48.223350253807105,37.69035532994924,22.448979591836736,39.39354092152325,常规培育市场,培育候选
147,12,Algeria,11727414.0,0.9496112655863174,1.0,-0.1462707800183043,-0.3685956813512296,18573541.0,6326390.0,5401024.0,16.277439821236932,-0.45980883165288233,-0.15814118101064167,-0.4518753286818848,-0.15781245549956707,4,一般稳定市场,54.314720812182735,15.816326530612246,22.68041237113402,64.54081632653062,53.06122448979592,54.314720812182735,19.543147208121827,58.75634517766497,54.08163265306123,39.12791920892069,常规培育市场,培育候选
148,430,Liberia,1992726.0,0.9880707867925489,1.0,0.10105647167981106,-0.064277436453213,2129612.0,948440.0,1044286.0,14.505014610384395,-0.06643622065271515,0.09627005091672913,-0.06641182746295912,0.09619586435867249,4,一般稳定市场,28.934010152284262,31.63265306122449,40.72164948453608,64.54081632653062,52.55102040816326,28.934010152284262,36.29441624365482,58.502538071065985,28.57142857142857,38.96065642751947,常规培育市场,培育候选
149,480,Mauritius,4488348.0,1.2494191009301427,1.0,-0.3799308925173987,0.1598346898574274,3869817.0,2770467.0,1717881.0,15.316995486084641,0.14827745060832065,-0.4779241223105828,0.14800641049799806,-0.46903047624649424,4,一般稳定市场,40.609137055837564,49.48979591836735,13.917525773195877,64.54081632653062,34.183673469387756,40.609137055837564,31.97969543147208,49.36548223350254,40.30612244897959,38.82942352198612,常规培育市场,培育候选
150,788,Tunisia,2787529.0,0.9987127358733675,1.0,-0.1653449609214315,-0.0103908764490744,2816798.0,1519375.0,1268154.0,14.840666457024437,-0.010445234785699142,-0.18073663596139866,-0.010445143547119931,-0.180246375912143,4,一般稳定市场,34.51776649746193,37.244897959183675,22.164948453608247,64.54081632653062,52.04081632653062,34.51776649746193,29.949238578680205,58.248730964467,34.183673469387756,38.25952030296655,常规培育市场,培育候选
151,662,Saint Lucia,129147.0,1.267678100514031,0.9166666666666666,3.9117000823949466,0.0786970139903946,119725.0,21846.0,107301.0,11.768714312534934,0.0757532348845853,1.5915836764479714,0.07571763798257738,1.3233756881692955,0,加速扩张机会市场,7.1065989847715745,41.83673469387755,90.20618556701031,25.765306122448976,32.14285714285714,7.1065989847715745,65.73604060913706,29.060913705583758,6.63265306122449,37.888175888912265,高增长机会市场,重点候选
152,28,Antigua and Barbuda,267914.0,1.3417122298872424,0.75,0.5747097716614131,0.29838522079634,206344.0,104056.0,163858.0,12.498425045006694,0.26112024079557017,0.45406747599924024,0.25964770230549616,0.4464268384630889,4,一般稳定市场,11.6751269035533,59.693877551020414,63.4020618556701,17.346938775510203,31.122448979591837,11.6751269035533,61.42131979695432,24.36548223350254,11.224489795918368,37.37428992215443,常规培育市场,培育候选
153,204,Benin,5816084.0,0.8988730436576226,1.0,0.031325123629285724,-0.5705634980553438,13543525.0,2863197.0,2952887.0,15.576137912944267,-0.8452812921917694,0.03084449256089883,-0.7983054823059701,0.03084205798953385,4,一般稳定市场,46.7005076142132,7.142857142857142,33.50515463917525,64.54081632653062,54.59183673469388,46.7005076142132,20.558375634517766,59.51776649746193,46.42857142857143,37.05817378497791,常规培育市场,培育候选
154,242,Fiji,1658628.0,1.9138167731196758,1.0,-0.27377474524921397,0.4444418318480723,1148283.0,960841.0,697787.0,14.321501915471973,0.3677227034458017,-0.31989465168213727,0.36363461470634445,-0.317194693445426,4,一般稳定市场,26.39593908629442,65.3061224489796,18.556701030927837,64.54081632653062,17.85714285714286,26.39593908629442,42.13197969543147,41.243654822335024,26.02040816326531,36.97664632863455,常规培育市场,培育候选
155,762,Tajikistan,3013623.0,1.075697864253301,0.9166666666666666,0.3794233874310619,-0.3406847934667559,4570838.0,1266535.0,1747088.0,14.918653899225257,-0.4165534354162457,0.32166535948218744,-0.41063300345271736,0.31892044890817467,4,一般稳定市场,36.54822335025381,18.877551020408163,55.670103092783506,25.765306122448976,46.93877551020408,36.54822335025381,37.30964467005076,36.421319796954315,36.224489795918366,36.33810225120976,常规培育市场,培育候选
156,740,Suriname,676565.0,1.9056140873830738,0.8333333333333334,4.022583631540529,-0.0727820171255029,729672.0,112338.0,564227.0,13.424785282809827,-0.07556648475184247,1.613937339612244,-0.07553065379448841,1.3358332163206788,0,加速扩张机会市场,18.274111675126903,30.612244897959183,90.72164948453609,20.918367346938776,18.877551020408163,18.274111675126903,60.40609137055838,20.050761421319798,17.857142857142858,36.07800336629498,高增长机会市场,重点候选
157,498,Rep. of Moldova,871744.0,1.1164950362773112,0.9166666666666666,1.4964163240750026,-0.2719078525915415,1197299.0,249325.0,622419.0,13.678252228932116,-0.31732735077281937,0.9148538289148718,-0.31469138147443043,0.8559714778650613,4,一般稳定市场,19.289340101522843,21.428571428571427,79.89690721649485,25.765306122448976,42.85714285714286,19.289340101522843,50.507614213197975,34.390862944162436,18.877551020408163,36.0048916473806,常规培育市场,培育候选
158,174,Comoros,1769636.0,2.67023548726414,0.5,-0.7025976844303159,5634.783439490446,314.0,1363984.0,405652.0,14.386284998771497,8.633712359945864,-1.2126677269237387,1.9992903754343343,-1.0830837528169635,5,脉冲式高增长市场,27.411167512690355,98.46938775510205,4.639175257731959,11.479591836734695,7.142857142857139,27.411167512690355,51.77664974619289,9.517766497461931,27.040816326530614,35.87681464338313,低基数暴增市场,观察名单
159,583,FS Micronesia,437289.0,2.2398192496318914,0.5833333333333334,15.93343996062992,-0.0213000720670716,446806.0,24384.0,412905.0,12.988351869542928,-0.021530143476613972,2.8292517749879753,-0.021529360532521958,1.7769529990463973,2,低基数恢复市场,14.720812182741117,34.69387755102041,96.3917525773196,13.26530612244898,11.734693877551024,14.720812182741117,65.22842639593908,12.690355329949242,14.285714285714285,35.324268882810856,低活跃脉冲市场,观察名单
160,646,Rwanda,3418235.0,1.1496496163456031,1.0,-0.35865211291005666,-0.0587259031947697,3631498.0,2082578.0,1335657.0,15.044635186499955,-0.06052088216006268,-0.44418297519343497,-0.06050243321271884,-0.43702144527804554,4,一般稳定市场,37.56345177664975,33.16326530612245,14.432989690721648,64.54081632653062,41.326530612244895,37.56345177664975,24.111675126903556,52.91878172588832,37.244897959183675,35.003944876919846,常规培育市场,培育候选
161,454,Malawi,1808585.0,0.63473919651643,1.0,0.0898929507416258,-0.5051656256070567,3654930.0,865396.0,943189.0,14.408055882464572,-0.7035318902742738,0.08607938578196084,-0.675881735476154,0.08602636868048778,4,一般稳定市场,27.918781725888326,9.183673469387756,39.69072164948454,64.54081632653062,66.83673469387756,27.918781725888326,24.619289340101524,65.60913705583755,27.55102040816326,34.978960656427525,常规培育市场,培育候选
162,533,Aruba,262227.0,1.1602967289605999,0.75,0.08320026692723849,0.3551712911044387,193501.0,125877.0,136350.0,12.476969633321136,0.30392650600526494,0.07991925940889821,0.30160973212091424,0.07987735816677917,4,一般稳定市场,11.16751269035533,63.26530612244898,38.659793814432994,17.346938775510203,40.306122448979586,11.16751269035533,51.015228426395936,28.934010152284262,10.714285714285714,34.54318325268251,常规培育市场,培育候选
163,706,Somalia,3685855.0,1.1074817554007568,1.0,-0.07215880680451152,-0.3526316750848935,5693598.0,1911908.0,1773947.0,15.120013349709769,-0.43483976962161286,-0.07489464818515223,-0.42811515767497316,-0.07485970012385186,4,一般稳定市场,38.07106598984771,17.857142857142858,25.257731958762886,64.54081632653062,43.87755102040817,38.07106598984771,21.82741116751269,54.18781725888324,37.755102040816325,33.878077003997475,常规培育市场,培育候选
164,232,Eritrea,1536860.0,2.2353851945967396,0.5,35.059561128526646,-0.4758187879976466,2931925.0,41470.0,1495390.0,14.245252582517042,-0.6459175204082506,3.5851486023063313,-0.6243598651535037,1.8920656403315852,2,低基数恢复市场,25.380710659898476,11.224489795918368,100.0,11.479591836734695,12.244897959183675,25.380710659898476,55.329949238578685,12.055837563451778,25.0,33.29081632653062,低活跃脉冲市场,观察名单
165,70,Bosnia Herzegovina,1339436.0,1.2491288387647936,0.9166666666666666,0.06254927564797477,0.1148272871489519,1201474.0,649408.0,690028.0,14.107759934385935,0.10869940776792753,0.060670907174188216,0.10859259084343797,0.06065239399269543,4,一般稳定市场,24.36548223350254,45.40816326530612,34.5360824742268,25.765306122448976,34.69387755102041,24.36548223350254,40.101522842639596,30.329949238578685,23.97959183673469,33.23374710709026,常规培育市场,培育候选
166,540,New Caledonia,1075909.0,0.6756184230290782,1.0,0.20614656531750897,-0.8755339420809061,8644196.0,487687.0,588222.0,13.88867737308291,-2.0837214136411344,0.187430270578405,-1.5572438775095536,0.18688383497117322,4,一般稳定市场,22.33502538071066,3.061224489795918,46.90721649484536,64.54081632653062,63.265306122448976,22.33502538071066,25.126903553299496,63.83248730964467,21.93877551020408,32.672259625499684,常规培育市场,培育候选
167,68,Bolivia (Plurinational State of),2548218.0,1.0079115794365314,1.0,0.025381872634408515,-0.4766136348558644,4868713.0,1258142.0,1290076.0,14.750905241745242,-0.6474351527336228,0.025065082200644184,-0.6257291594056895,0.025063789675765575,4,一般稳定市场,32.48730964467005,10.204081632653061,31.443298969072163,64.54081632653062,50.51020408163265,32.48730964467005,21.065989847715738,57.48730964467005,32.142857142857146,32.513149589732805,常规培育市场,培育候选
168,270,Gambia,1666977.0,1.0306267563318654,0.75,0.25410632983966824,-0.3281582940547033,2481205.0,739529.0,927448.0,14.326522964285317,-0.3977323259776071,0.22642295716755,-0.3925710106258597,0.22546081919546582,4,一般稳定市场,26.903553299492383,20.408163265306122,48.96907216494845,17.346938775510203,48.97959183673469,26.903553299492383,34.77157360406092,33.24873096446701,26.53061224489796,31.936671575846834,常规培育市场,培育候选
169,140,Central African Rep.,4691155.0,1.081341595698857,0.8333333333333334,-0.22114113950138234,-0.234601618492432,6129037.0,2637171.0,2053984.0,15.361189591927127,-0.2673587705541536,-0.24992532222329977,-0.265777538882859,-0.2486325862181062,4,一般稳定市场,42.13197969543147,22.95918367346939,20.618556701030926,20.918367346938776,45.91836734693877,42.13197969543147,22.081218274111677,33.50253807106599,41.83673469387755,31.394119503471494,常规培育市场,培育候选
170,598,Papua New Guinea,3024010.0,1.6186288297036986,1.0,-0.3279108575953182,-0.2443509548408732,4001871.0,1808522.0,1215488.0,14.922094653841082,-0.2801781557652383,-0.39736402509167945,-0.27835968186765475,-0.3922169569545074,4,一般稳定市场,37.055837563451774,21.93877551020408,15.979381443298967,64.54081632653062,25.0,37.055837563451774,19.289340101522843,44.79695431472081,36.734693877551024,29.90505996212918,常规培育市场,培育候选
171,470,Malta,424435.0,0.8967615968134345,1.0,-0.11435133970420326,-0.211398110781625,538212.0,225087.0,199348.0,12.958516507760667,-0.23749316381192997,-0.12143437933971946,-0.23638363803138637,-0.12128594484432245,4,一般稳定市场,14.213197969543149,23.46938775510204,24.742268041237114,64.54081632653062,55.10204081632653,14.213197969543149,24.36548223350254,59.77157360406091,13.77551020408163,29.667841363349464,常规培育市场,培育候选
172,296,Kiribati,603503.0,2.725767990781706,0.3333333333333333,10.76228641515818,-0.4559928824211307,1109366.0,47288.0,556215.0,13.310507947501073,-0.6087921928512383,2.4648789977043073,-0.5906616326175557,1.6865765373163017,2,低基数恢复市场,17.258883248730964,12.244897959183673,94.84536082474226,7.3979591836734695,6.632653061224488,17.258883248730964,53.299492385786806,7.233502538071063,16.83673469387755,28.816010940458657,低活跃脉冲市场,观察名单
173,478,Mauritania,4872430.0,1.7089589292781409,1.0,-0.6478940699625317,-0.3573771590162565,7582099.0,3603586.0,1268844.0,15.399103549155322,-0.44219721494827446,-1.0438227004329121,-0.4351299033468066,-0.9583480932512114,4,一般稳定市场,44.16243654822335,16.83673469387755,7.216494845360824,64.54081632653062,21.42857142857143,44.16243654822335,12.436548223350254,43.02030456852791,43.87755102040816,28.484115295602777,常规培育市场,培育候选
174,729,Sudan,3747528.0,1.9969157356303635,0.4166666666666667,0.17784064427570703,-0.3559651531201816,5818828.0,1720754.0,2026774.0,15.136607247421276,-0.4400023492932146,0.16368271182688865,-0.4330384526772786,0.16331832610723657,2,低基数恢复市场,38.578680203045685,17.346938775510203,45.876288659793815,9.183673469387756,16.83673469387756,38.578680203045685,31.725888324873097,13.197969543147202,38.265306122448976,28.43546181359142,低活跃脉冲市场,观察名单
175,234,Faroe Isds,195548.0,3.4641016151377544,0.08333333333333333,-1.0,,0.0,195548.0,0.0,12.183566266388944,12.183566266388944,-12.183566266388944,2.0,-2.0,5,脉冲式高增长市场,8.629441624365482,99.48979591836735,0.25773195876288657,0.5102040816326531,0.7653061224489761,8.629441624365482,50.12690355329949,0.8883248730964455,8.16326530612245,27.53879128971176,低基数暴增市场,观察名单
176,499,Montenegro,41783.0,1.6634396453893379,0.6666666666666666,0.25927327781983345,0.0556594239514907,39580.0,18494.0,23289.0,10.640268770116135,0.05416428599324341,0.23052365861183155,0.05415237884542114,0.2295191824426202,4,一般稳定市场,5.0761421319796955,38.775510204081634,49.48453608247423,14.795918367346939,22.448979591836732,5.0761421319796955,44.16243654822335,18.781725888324875,4.591836734693878,25.81527456343362,常规培育市场,培育候选
177,60,Bermuda,25775.0,3.4641016151377553,0.08333333333333333,-1.0,,0.0,25775.0,0.0,10.157199105416755,10.157199105416755,-10.157199105416755,2.0,-2.0,5,脉冲式高增长市场,3.0456852791878175,99.48979591836735,0.25773195876288657,0.5102040816326531,0.0,3.0456852791878175,50.12690355329949,0.5076142131979695,2.5510204081632653,25.74032190195666,低基数暴增市场,观察名单
178,308,Grenada,328983.0,1.4099652208561104,0.8333333333333334,-0.3110021562788787,0.0761664251436871,305699.0,194780.0,134203.0,12.70376439634608,0.0734048884671541,-0.3725148201645059,0.07337217693270015,-0.3682682691810823,4,一般稳定市场,12.18274111675127,41.3265306122449,17.525773195876287,20.918367346938776,28.06122448979592,12.18274111675127,29.69543147208122,24.619289340101524,11.73469387755102,23.658215863665053,常规培育市场,培育候选
179,8,Albania,568342.0,1.2658194761740411,1.0,-0.6815704923737169,-0.209767953404365,719209.0,431075.0,137267.0,13.25048038868465,-0.23542827769638563,-1.1443491893339086,-0.23434722197411986,-1.0339126793374411,4,一般稳定市场,16.751269035532996,23.97959183673469,6.185567010309279,64.54081632653062,32.653061224489804,16.751269035532996,15.482233502538072,48.60406091370558,16.3265306122449,23.48201136124553,常规培育市场,培育候选
180,108,Burundi,235966.0,1.7788199641358984,0.5833333333333334,1.2877166583068607,-0.913955823805728,2742382.0,71772.0,164194.0,12.371447243722075,-2.452890564694483,0.8275463851213392,-1.6830914318944596,0.7833501436647653,2,低基数恢复市场,10.65989847715736,2.0408163265306123,76.28865979381443,13.26530612244898,19.89795918367348,10.65989847715736,39.08629441624366,16.751269035533,10.204081632653061,23.140385019987377,低活跃脉冲市场,观察名单
181,584,Marshall Isds,4104.0,2.5676447064213095,0.25,17.267605633802816,-0.7645438898450947,17430.0,213.0,3891.0,8.31996102188653,-1.4460444873283365,2.9007024282840446,-1.2376706603510728,1.7923976608187135,2,低基数恢复市场,1.5228426395939088,4.081632653061225,96.90721649484536,4.846938775510204,8.673469387755105,1.5228426395939088,50.253807106598984,6.9796954314720825,1.0204081632653061,22.493688196928257,低活跃脉冲市场,观察名单
182,796,Turks and Caicos Isds,37186.0,2.42948703388105,0.25,9.330286410725167,-0.9604310384272012,939777.0,3282.0,33904.0,10.523714516819444,-3.2296844393213995,2.3348048576163496,-1.8477485841326642,1.6469639111493573,2,低基数恢复市场,4.568527918781726,1.530612244897959,93.81443298969072,4.846938775510204,9.693877551020407,4.568527918781726,47.461928934010146,7.4873096446700504,4.081632653061225,22.308804965285084,低活跃脉冲市场,观察名单
183,748,Eswatini,209594.0,2.06868834283202,0.4166666666666667,0.2536989247311828,-0.2391983767164808,275491.0,93000.0,116594.0,12.252932376182658,-0.27338149285831115,0.22609614556667346,-0.2716925899584609,0.22514003263452198,2,低基数恢复市场,10.152284263959391,22.448979591836736,48.45360824742268,9.183673469387756,15.306122448979593,10.152284263959391,35.53299492385787,12.43654822335025,9.693877551020408,21.42541552703556,低活跃脉冲市场,观察名单
184,96,Brunei Darussalam,421916.0,1.3541294467488927,1.0,-0.5650921482670548,-0.5635980744844364,966806.0,294037.0,127879.0,12.952563891209161,-0.8291902769567301,-0.8326166864954399,-0.7847358938650069,-0.7876354535025929,4,一般稳定市场,13.705583756345177,7.653061224489796,10.309278350515463,64.54081632653062,30.612244897959187,13.705583756345177,9.390862944162436,47.588832487309645,13.26530612244898,19.000631180307174,常规培育市场,培育候选
185,442,Luxembourg,370070.0,1.0664566382659468,0.9166666666666666,-0.5871038434959893,-0.4517757624060418,675034.0,261923.0,108147.0,12.821450158103405,-0.6010696622588529,-0.8845537259508944,-0.5836050766239532,-0.8310643932229038,4,一般稳定市场,13.19796954314721,12.755102040816327,9.278350515463918,25.765306122448976,47.95918367346938,13.19796954314721,11.421319796954315,36.92893401015228,12.755102040816327,18.64138438880707,常规培育市场,培育候选
186,92,Br. Virgin Isds,206636.0,2.0490991606257825,0.25,0.35206538194483966,-0.6292480573004415,557343.0,87853.0,118783.0,12.238718909662012,-0.9922190128694997,0.3016303719700453,-0.9181063877410243,0.29936700284558354,2,低基数恢复市场,9.644670050761421,5.1020408163265305,53.608247422680414,4.846938775510204,15.816326530612244,9.644670050761421,29.441624365482234,10.532994923857872,9.183673469387756,17.6094045865769,低活跃脉冲市场,观察名单
187,418,Lao People's Dem. Rep.,970998.0,1.8857257842621398,0.9166666666666666,-0.5175059849521204,-0.4571056683652417,1788558.0,654976.0,316022.0,13.786080717406815,-0.6108401082681656,-0.7287851247665529,-0.5925301026686902,-0.6981559179318598,4,一般稳定市场,21.31979695431472,11.73469387755102,11.34020618556701,25.765306122448976,19.387755102040813,21.31979695431472,11.928934010152286,22.715736040609137,20.918367346938776,16.96191878813381,常规培育市场,培育候选
188,626,Timor-Leste,119842.0,1.9114542702361095,0.8333333333333334,-0.7603620377553659,-0.3512445459762026,184726.0,96675.0,23167.0,11.693937831815553,-0.43269650668754345,-1.4285931651724244,-0.4260723385253868,-1.2267485522604762,4,一般稳定市场,6.598984771573605,18.367346938775512,4.123711340206185,20.918367346938776,18.367346938775512,6.598984771573605,11.6751269035533,19.796954314720814,6.122448979591836,12.10025247212287,常规培育市场,培育候选
189,64,Bhutan,504638.0,2.7674898731128375,0.4166666666666667,-0.795952452531268,-0.3764196629262077,809259.0,419118.0,85520.0,13.131598601144194,-0.4722769276887391,-1.589392929325987,-0.4636908372574106,-1.3221279412172686,3,边缘收缩市场,15.736040609137056,14.795918367346939,3.608247422680412,9.183673469387756,6.122448979591837,15.736040609137056,9.644670050761423,7.8680203045685255,15.306122448979592,10.849200504944246,边缘沉寂市场,低优先级
